"TIME","GEO","INDIC","S_ADJ","Value","Flag and Footnotes"
"2015M10","Estonia","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-14.8",""
"2015M10","Estonia","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2015M10","Estonia","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","99.7",""
"2015M10","Estonia","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-3.5",""
"2015M10","Estonia","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-1.6",""
"2015M10","Estonia","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","9.0",""
"2015M10","Estonia","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","9.9",""
"2015M10","Estonia","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-6.4",""
"2015M10","Estonia","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-5.2",""
"2015M10","Estonia","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","1.3",""
"2015M10","Estonia","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data","0.4",""
"2015M10","Latvia","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-38.4",""
"2015M10","Latvia","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-29.9",""
"2015M10","Latvia","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2015M10","Latvia","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","102.6",""
"2015M10","Latvia","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-7.3",""
"2015M10","Latvia","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-5.4",""
"2015M10","Latvia","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","0.9",""
"2015M10","Latvia","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","3.0",""
"2015M10","Latvia","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-9.0",""
"2015M10","Latvia","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-8.3",""
"2015M10","Latvia","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","1.0",""
"2015M10","Latvia","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data","1.5",""
"2015M10","Lithuania","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-32.6",""
"2015M10","Lithuania","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-26.3",""
"2015M10","Lithuania","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2015M10","Lithuania","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","105.6",""
"2015M10","Lithuania","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-7.2",""
"2015M10","Lithuania","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-3.7",""
"2015M10","Lithuania","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","2.5",""
"2015M10","Lithuania","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","1.9",""
"2015M10","Lithuania","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-10.0",""
"2015M10","Lithuania","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-7.5",""
"2015M10","Lithuania","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","3.6",""
"2015M10","Lithuania","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data","1.7",""
"2015M11","Estonia","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-15.3",""
"2015M11","Estonia","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-9.2",""
"2015M11","Estonia","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2015M11","Estonia","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","99.7",""
"2015M11","Estonia","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-9.9",""
"2015M11","Estonia","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-1.6",""
"2015M11","Estonia","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","5.7",""
"2015M11","Estonia","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","8.2",""
"2015M11","Estonia","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-7.1",""
"2015M11","Estonia","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-5.6",""
"2015M11","Estonia","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-4.9",""
"2015M11","Estonia","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data","0.5",""
"2015M11","Latvia","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-46.0",""
"2015M11","Latvia","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-32.7",""
"2015M11","Latvia","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2015M11","Latvia","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","101.6",""
"2015M11","Latvia","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-11.2",""
"2015M11","Latvia","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-7.1",""
"2015M11","Latvia","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","2.8",""
"2015M11","Latvia","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","6.0",""
"2015M11","Latvia","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-8.4",""
"2015M11","Latvia","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-8.9",""
"2015M11","Latvia","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-1.8",""
"2015M11","Latvia","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data","0.3",""
"2015M11","Lithuania","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-42.1",""
"2015M11","Lithuania","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-27.8",""
"2015M11","Lithuania","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2015M11","Lithuania","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","106.2",""
"2015M11","Lithuania","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-9.0",""
"2015M11","Lithuania","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-1.5",""
"2015M11","Lithuania","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","3.1",""
"2015M11","Lithuania","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","5.1",""
"2015M11","Lithuania","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-8.8",""
"2015M11","Lithuania","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-7.3",""
"2015M11","Lithuania","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","5.2",""
"2015M11","Lithuania","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data","1.0",""
"2015M12","Estonia","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-18.0",""
"2015M12","Estonia","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-5.3",""
"2015M12","Estonia","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2015M12","Estonia","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","100.2",""
"2015M12","Estonia","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-11.4",""
"2015M12","Estonia","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-0.2",""
"2015M12","Estonia","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-1.3",""
"2015M12","Estonia","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","13.1",""
"2015M12","Estonia","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-6.5",""
"2015M12","Estonia","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-6.0",""
"2015M12","Estonia","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-8.9",""
"2015M12","Estonia","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data","0.0",""
"2015M12","Latvia","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-50.3",""
"2015M12","Latvia","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-31.7",""
"2015M12","Latvia","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2015M12","Latvia","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","102.2",""
"2015M12","Latvia","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-11.6",""
"2015M12","Latvia","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-6.2",""
"2015M12","Latvia","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-7.0",""
"2015M12","Latvia","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","3.5",""
"2015M12","Latvia","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-8.4",""
"2015M12","Latvia","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-8.4",""
"2015M12","Latvia","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-4.5",""
"2015M12","Latvia","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data","0.8",""
"2015M12","Lithuania","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-43.1",""
"2015M12","Lithuania","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-26.4",""
"2015M12","Lithuania","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2015M12","Lithuania","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","105.7",""
"2015M12","Lithuania","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-15.9",""
"2015M12","Lithuania","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-7.6",""
"2015M12","Lithuania","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","10.4",""
"2015M12","Lithuania","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","15.1",""
"2015M12","Lithuania","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-7.2",""
"2015M12","Lithuania","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-5.6",""
"2015M12","Lithuania","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","0.7",""
"2015M12","Lithuania","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data","6.4",""
"2016M01","Estonia","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-7.0",""
"2016M01","Estonia","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","1.7",""
"2016M01","Estonia","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2016M01","Estonia","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","101.3",""
"2016M01","Estonia","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-2.9",""
"2016M01","Estonia","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","0.8",""
"2016M01","Estonia","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","6.3",""
"2016M01","Estonia","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","18.9",""
"2016M01","Estonia","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-4.8",""
"2016M01","Estonia","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-6.6",""
"2016M01","Estonia","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-5.2",""
"2016M01","Estonia","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data","2.7",""
"2016M01","Latvia","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-39.8",""
"2016M01","Latvia","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-27.2",""
"2016M01","Latvia","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2016M01","Latvia","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","103.1",""
"2016M01","Latvia","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-8.0",""
"2016M01","Latvia","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-5.9",""
"2016M01","Latvia","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-1.0",""
"2016M01","Latvia","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","4.4",""
"2016M01","Latvia","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-6.7",""
"2016M01","Latvia","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-8.2",""
"2016M01","Latvia","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","2.9",""
"2016M01","Latvia","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data","3.1",""
"2016M01","Lithuania","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-35.8",""
"2016M01","Lithuania","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-26.7",""
"2016M01","Lithuania","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2016M01","Lithuania","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","106.1",""
"2016M01","Lithuania","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-11.3",""
"2016M01","Lithuania","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-7.2",""
"2016M01","Lithuania","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","6.9",""
"2016M01","Lithuania","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","16.2",""
"2016M01","Lithuania","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-5.9",""
"2016M01","Lithuania","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-6.6",""
"2016M01","Lithuania","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","5.8",""
"2016M01","Lithuania","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data","9.1",""
"2016M02","Estonia","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-6.4",""
"2016M02","Estonia","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-0.5",""
"2016M02","Estonia","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2016M02","Estonia","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","99.0",""
"2016M02","Estonia","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","1.3",""
"2016M02","Estonia","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-0.2",""
"2016M02","Estonia","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","14.7",""
"2016M02","Estonia","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","18.2",""
"2016M02","Estonia","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-13.2",""
"2016M02","Estonia","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-13.7",""
"2016M02","Estonia","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-9.0",""
"2016M02","Estonia","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data","-1.0",""
"2016M02","Latvia","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-34.7",""
"2016M02","Latvia","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-30.0",""
"2016M02","Latvia","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2016M02","Latvia","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","102.7",""
"2016M02","Latvia","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-5.5",""
"2016M02","Latvia","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-7.2",""
"2016M02","Latvia","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","2.0",""
"2016M02","Latvia","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","6.3",""
"2016M02","Latvia","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-6.0",""
"2016M02","Latvia","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-7.0",""
"2016M02","Latvia","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","1.8",""
"2016M02","Latvia","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data","3.0",""
"2016M02","Lithuania","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-31.3",""
"2016M02","Lithuania","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-26.7",""
"2016M02","Lithuania","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2016M02","Lithuania","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","105.0",""
"2016M02","Lithuania","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-7.3",""
"2016M02","Lithuania","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-7.9",""
"2016M02","Lithuania","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","8.2",""
"2016M02","Lithuania","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","15.1",""
"2016M02","Lithuania","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-8.9",""
"2016M02","Lithuania","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-8.5",""
"2016M02","Lithuania","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","2.4",""
"2016M02","Lithuania","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data","5.7",""
"2016M03","Estonia","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-7.0",""
"2016M03","Estonia","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-5.5",""
"2016M03","Estonia","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2016M03","Estonia","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","99.2",""
"2016M03","Estonia","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","6.2",""
"2016M03","Estonia","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","0.6",""
"2016M03","Estonia","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","19.6",""
"2016M03","Estonia","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","17.2",""
"2016M03","Estonia","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-14.3",""
"2016M03","Estonia","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-15.0",""
"2016M03","Estonia","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-3.1",""
"2016M03","Estonia","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data","0.0",""
"2016M03","Latvia","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-26.7",""
"2016M03","Latvia","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-32.2",""
"2016M03","Latvia","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2016M03","Latvia","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","103.6",""
"2016M03","Latvia","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-2.7",""
"2016M03","Latvia","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-5.4",""
"2016M03","Latvia","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","9.0",""
"2016M03","Latvia","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","9.6",""
"2016M03","Latvia","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-9.0",""
"2016M03","Latvia","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-9.5",""
"2016M03","Latvia","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","3.3",""
"2016M03","Latvia","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data","5.3",""
"2016M03","Lithuania","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-21.0",""
"2016M03","Lithuania","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-25.6",""
"2016M03","Lithuania","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2016M03","Lithuania","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","105.4",""
"2016M03","Lithuania","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-3.9",""
"2016M03","Lithuania","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-9.5",""
"2016M03","Lithuania","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","10.9",""
"2016M03","Lithuania","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","13.8",""
"2016M03","Lithuania","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-6.9",""
"2016M03","Lithuania","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-8.2",""
"2016M03","Lithuania","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","9.7",""
"2016M03","Lithuania","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data","11.3",""
"2016M04","Estonia","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","7.8",""
"2016M04","Estonia","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","2.6",""
"2016M04","Estonia","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2016M04","Estonia","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","99.5",""
"2016M04","Estonia","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","3.5",""
"2016M04","Estonia","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-0.4",""
"2016M04","Estonia","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","23.3",""
"2016M04","Estonia","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","14.1",""
"2016M04","Estonia","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-11.5",""
"2016M04","Estonia","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-12.9",""
"2016M04","Estonia","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","7.3",""
"2016M04","Estonia","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data","1.7",""
"2016M04","Latvia","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-22.1",""
"2016M04","Latvia","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-34.0",""
"2016M04","Latvia","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2016M04","Latvia","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","104.2",""
"2016M04","Latvia","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-0.8",""
"2016M04","Latvia","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-4.5",""
"2016M04","Latvia","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","13.4",""
"2016M04","Latvia","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","9.0",""
"2016M04","Latvia","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-8.5",""
"2016M04","Latvia","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-8.1",""
"2016M04","Latvia","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","7.3",""
"2016M04","Latvia","Services Confidence Indicator","Seasonally adjusted data, not calendar adjusted data","5.9",""
"2016M04","Lithuania","Construction confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-21.5",""
"2016M04","Lithuania","Construction confidence indicator","Seasonally adjusted data, not calendar adjusted data","-31.2",""
"2016M04","Lithuania","Economic sentiment indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)",":",""
"2016M04","Lithuania","Economic sentiment indicator","Seasonally adjusted data, not calendar adjusted data","104.1",""
"2016M04","Lithuania","Industrial confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-7.0",""
"2016M04","Lithuania","Industrial confidence indicator","Seasonally adjusted data, not calendar adjusted data","-12.2",""
"2016M04","Lithuania","Retail confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","13.7",""
"2016M04","Lithuania","Retail confidence indicator","Seasonally adjusted data, not calendar adjusted data","10.3",""
"2016M04","Lithuania","Consumer confidence indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","-8.3",""
"2016M04","Lithuania","Consumer confidence indicator","Seasonally adjusted data, not calendar adjusted data","-8.8",""
"2016M04","Lithuania","Services Confidence Indicator","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","13.7",""
