"TIME","GEO","UNIT","S_ADJ","NA_ITEM","Value","Flag and Footnotes"
"2002Q1","Latvia","Current prices, million euro","Seasonally adjusted data, not calendar adjusted data","Gross domestic product at market prices",":",""
"2002Q1","Latvia","Current prices, million euro","Seasonally adjusted data, not calendar adjusted data","Wages and salaries",":",""
"2002Q1","Latvia","Current prices, million euro","Calendar adjusted data, not seasonally adjusted data","Gross domestic product at market prices","2,312.3",""
"2002Q1","Latvia","Current prices, million euro","Calendar adjusted data, not seasonally adjusted data","Wages and salaries","760.2",""
"2002Q1","Latvia","Current prices, million euro","Seasonally and calendar adjusted data","Gross domestic product at market prices","2,515.3",""
"2002Q1","Latvia","Current prices, million euro","Seasonally and calendar adjusted data","Wages and salaries","790.5",""
"2002Q1","Latvia","Chain linked volumes (2010), million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","2,984.2",""
"2002Q1","Latvia","Chain linked volumes (2010), million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Wages and salaries",":",""
"2002Q1","Latvia","Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data","Gross domestic product at market prices",":",""
"2002Q1","Latvia","Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data","Wages and salaries",":",""
"2002Q1","Latvia","Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data","Gross domestic product at market prices","3,009.9",""
"2002Q1","Latvia","Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data","Wages and salaries",":",""
"2002Q1","Latvia","Chain linked volumes (2010), million euro","Seasonally and calendar adjusted data","Gross domestic product at market prices","3,370.1",""
"2002Q1","Latvia","Chain linked volumes (2010), million euro","Seasonally and calendar adjusted data","Wages and salaries",":",""
"2002Q1","Latvia","Chain linked volumes, index 2010=100","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","67.1",""
"2002Q1","Latvia","Chain linked volumes, index 2010=100","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Wages and salaries",":",""
"2002Q1","Latvia","Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data","Gross domestic product at market prices",":",""
"2002Q1","Latvia","Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data","Wages and salaries",":",""
"2002Q1","Latvia","Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data","Gross domestic product at market prices","67.7",""
"2002Q1","Latvia","Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data","Wages and salaries",":",""
"2002Q1","Latvia","Chain linked volumes, index 2010=100","Seasonally and calendar adjusted data","Gross domestic product at market prices","75.8",""
"2002Q1","Latvia","Chain linked volumes, index 2010=100","Seasonally and calendar adjusted data","Wages and salaries",":",""
"2002Q1","Lithuania","Current prices, million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","3,311.3",""
"2002Q1","Lithuania","Current prices, million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Wages and salaries","1,062.4",""
"2002Q1","Lithuania","Current prices, million euro","Seasonally adjusted data, not calendar adjusted data","Gross domestic product at market prices",":",""
"2002Q1","Lithuania","Current prices, million euro","Seasonally adjusted data, not calendar adjusted data","Wages and salaries",":",""
"2002Q1","Lithuania","Current prices, million euro","Calendar adjusted data, not seasonally adjusted data","Gross domestic product at market prices","3,319.3",""
"2002Q1","Lithuania","Current prices, million euro","Calendar adjusted data, not seasonally adjusted data","Wages and salaries",":",""
"2002Q1","Lithuania","Current prices, million euro","Seasonally and calendar adjusted data","Gross domestic product at market prices","3,640.2",""
"2002Q1","Lithuania","Current prices, million euro","Seasonally and calendar adjusted data","Wages and salaries","1,115.0",""
"2002Q1","Lithuania","Chain linked volumes (2010), million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","4,686.7",""
"2002Q1","Lithuania","Chain linked volumes (2010), million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Wages and salaries",":",""
"2002Q1","Lithuania","Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data","Gross domestic product at market prices",":",""
"2002Q1","Lithuania","Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data","Wages and salaries",":",""
"2002Q1","Lithuania","Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data","Gross domestic product at market prices","4,693.0",""
"2002Q1","Lithuania","Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data","Wages and salaries",":",""
"2002Q1","Lithuania","Chain linked volumes (2010), million euro","Seasonally and calendar adjusted data","Gross domestic product at market prices","5,036.3",""
"2002Q1","Lithuania","Chain linked volumes (2010), million euro","Seasonally and calendar adjusted data","Wages and salaries",":",""
"2002Q1","Lithuania","Chain linked volumes, index 2010=100","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","66.9",""
"2002Q1","Lithuania","Chain linked volumes, index 2010=100","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Wages and salaries",":",""
"2002Q1","Lithuania","Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data","Gross domestic product at market prices",":",""
"2002Q1","Lithuania","Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data","Wages and salaries",":",""
"2002Q1","Lithuania","Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data","Gross domestic product at market prices","67.0",""
"2002Q1","Lithuania","Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data","Wages and salaries",":",""
"2002Q1","Lithuania","Chain linked volumes, index 2010=100","Seasonally and calendar adjusted data","Gross domestic product at market prices","71.9",""
"2002Q1","Lithuania","Chain linked volumes, index 2010=100","Seasonally and calendar adjusted data","Wages and salaries",":",""
"2002Q2","Estonia","Current prices, million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","1,999.2",""
"2002Q2","Estonia","Current prices, million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Wages and salaries","679.7",""
"2002Q2","Estonia","Current prices, million euro","Seasonally adjusted data, not calendar adjusted data","Gross domestic product at market prices",":",""
"2002Q2","Estonia","Current prices, million euro","Seasonally adjusted data, not calendar adjusted data","Wages and salaries",":",""
"2002Q2","Estonia","Current prices, million euro","Calendar adjusted data, not seasonally adjusted data","Gross domestic product at market prices",":",""
"2002Q2","Estonia","Current prices, million euro","Calendar adjusted data, not seasonally adjusted data","Wages and salaries",":",""
"2002Q2","Estonia","Current prices, million euro","Seasonally and calendar adjusted data","Gross domestic product at market prices","1,929.4",""
"2002Q2","Estonia","Current prices, million euro","Seasonally and calendar adjusted data","Wages and salaries","640.0",""
"2002Q2","Estonia","Chain linked volumes (2010), million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","3,108.4",""
"2002Q2","Estonia","Chain linked volumes (2010), million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Wages and salaries",":",""
"2002Q2","Estonia","Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data","Gross domestic product at market prices",":",""
"2002Q2","Estonia","Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data","Wages and salaries",":",""
"2002Q2","Estonia","Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data","Gross domestic product at market prices",":",""
"2002Q2","Estonia","Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data","Wages and salaries",":",""
"2002Q2","Estonia","Chain linked volumes (2010), million euro","Seasonally and calendar adjusted data","Gross domestic product at market prices","2,999.1",""
"2002Q2","Estonia","Chain linked volumes (2010), million euro","Seasonally and calendar adjusted data","Wages and salaries",":",""
"2002Q2","Estonia","Chain linked volumes, index 2010=100","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","84.5",""
"2002Q2","Estonia","Chain linked volumes, index 2010=100","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Wages and salaries",":",""
"2002Q2","Estonia","Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data","Gross domestic product at market prices",":",""
"2002Q2","Estonia","Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data","Wages and salaries",":",""
"2002Q2","Estonia","Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data","Gross domestic product at market prices",":",""
"2002Q2","Estonia","Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data","Wages and salaries",":",""
"2002Q2","Estonia","Chain linked volumes, index 2010=100","Seasonally and calendar adjusted data","Gross domestic product at market prices","81.5",""
"2002Q2","Estonia","Chain linked volumes, index 2010=100","Seasonally and calendar adjusted data","Wages and salaries",":",""
"2002Q2","Latvia","Current prices, million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","2,622.0",""
"2002Q2","Latvia","Current prices, million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Wages and salaries","798.1",""
"2002Q2","Latvia","Current prices, million euro","Seasonally adjusted data, not calendar adjusted data","Gross domestic product at market prices",":",""
"2002Q2","Latvia","Current prices, million euro","Seasonally adjusted data, not calendar adjusted data","Wages and salaries",":",""
"2002Q2","Latvia","Current prices, million euro","Calendar adjusted data, not seasonally adjusted data","Gross domestic product at market prices","2,606.0",""
"2002Q2","Latvia","Current prices, million euro","Calendar adjusted data, not seasonally adjusted data","Wages and salaries","798.1",""
"2002Q2","Latvia","Current prices, million euro","Seasonally and calendar adjusted data","Gross domestic product at market prices","2,532.7",""
"2002Q2","Latvia","Current prices, million euro","Seasonally and calendar adjusted data","Wages and salaries","789.4",""
"2002Q2","Latvia","Chain linked volumes (2010), million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","3,542.8",""
"2002Q2","Latvia","Chain linked volumes (2010), million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Wages and salaries",":",""
"2002Q2","Latvia","Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data","Gross domestic product at market prices",":",""
"2002Q2","Latvia","Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data","Wages and salaries",":",""
"2002Q2","Latvia","Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data","Gross domestic product at market prices","3,523.7",""
"2002Q2","Latvia","Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data","Wages and salaries",":",""
"2002Q2","Latvia","Chain linked volumes (2010), million euro","Seasonally and calendar adjusted data","Gross domestic product at market prices","3,459.2",""
"2002Q2","Latvia","Chain linked volumes (2010), million euro","Seasonally and calendar adjusted data","Wages and salaries",":",""
"2002Q2","Latvia","Chain linked volumes, index 2010=100","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","79.7",""
"2002Q2","Latvia","Chain linked volumes, index 2010=100","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Wages and salaries",":",""
"2002Q2","Latvia","Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data","Gross domestic product at market prices",":",""
"2002Q2","Latvia","Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data","Wages and salaries",":",""
"2002Q2","Latvia","Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data","Gross domestic product at market prices","79.2",""
"2002Q2","Latvia","Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data","Wages and salaries",":",""
"2002Q2","Latvia","Chain linked volumes, index 2010=100","Seasonally and calendar adjusted data","Gross domestic product at market prices","77.8",""
"2002Q2","Latvia","Chain linked volumes, index 2010=100","Seasonally and calendar adjusted data","Wages and salaries",":",""
"2002Q2","Lithuania","Current prices, million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","3,833.0",""
"2002Q2","Lithuania","Current prices, million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Wages and salaries","1,177.5",""
"2002Q2","Lithuania","Current prices, million euro","Seasonally adjusted data, not calendar adjusted data","Gross domestic product at market prices",":",""
"2002Q2","Lithuania","Current prices, million euro","Seasonally adjusted data, not calendar adjusted data","Wages and salaries",":",""
"2002Q2","Lithuania","Current prices, million euro","Calendar adjusted data, not seasonally adjusted data","Gross domestic product at market prices","3,831.6",""
"2002Q2","Lithuania","Current prices, million euro","Calendar adjusted data, not seasonally adjusted data","Wages and salaries",":",""
"2002Q2","Lithuania","Current prices, million euro","Seasonally and calendar adjusted data","Gross domestic product at market prices","3,799.6",""
"2002Q2","Lithuania","Current prices, million euro","Seasonally and calendar adjusted data","Wages and salaries","1,139.3",""
"2002Q2","Lithuania","Chain linked volumes (2010), million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","5,120.8",""
"2002Q2","Lithuania","Chain linked volumes (2010), million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Wages and salaries",":",""
"2002Q2","Lithuania","Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data","Gross domestic product at market prices",":",""
"2002Q2","Lithuania","Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data","Wages and salaries",":",""
"2002Q2","Lithuania","Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data","Gross domestic product at market prices","5,117.6",""
"2002Q2","Lithuania","Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data","Wages and salaries",":",""
"2002Q2","Lithuania","Chain linked volumes (2010), million euro","Seasonally and calendar adjusted data","Gross domestic product at market prices","5,185.9",""
"2002Q2","Lithuania","Chain linked volumes (2010), million euro","Seasonally and calendar adjusted data","Wages and salaries",":",""
"2002Q2","Lithuania","Chain linked volumes, index 2010=100","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","73.0",""
"2002Q2","Lithuania","Chain linked volumes, index 2010=100","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Wages and salaries",":",""
"2002Q2","Lithuania","Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data","Gross domestic product at market prices",":",""
"2002Q2","Lithuania","Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data","Wages and salaries",":",""
"2002Q2","Lithuania","Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data","Gross domestic product at market prices","73.0",""
"2002Q2","Lithuania","Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data","Wages and salaries",":",""
"2002Q2","Lithuania","Chain linked volumes, index 2010=100","Seasonally and calendar adjusted data","Gross domestic product at market prices","74.0",""
"2002Q2","Lithuania","Chain linked volumes, index 2010=100","Seasonally and calendar adjusted data","Wages and salaries",":",""
"2002Q3","Estonia","Current prices, million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","1,961.6",""
"2002Q3","Estonia","Current prices, million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Wages and salaries","617.0",""
"2002Q3","Estonia","Current prices, million euro","Seasonally adjusted data, not calendar adjusted data","Gross domestic product at market prices",":",""
"2002Q3","Estonia","Current prices, million euro","Seasonally adjusted data, not calendar adjusted data","Wages and salaries",":",""
"2002Q3","Estonia","Current prices, million euro","Calendar adjusted data, not seasonally adjusted data","Gross domestic product at market prices",":",""
"2002Q3","Estonia","Current prices, million euro","Calendar adjusted data, not seasonally adjusted data","Wages and salaries",":",""
"2002Q3","Estonia","Current prices, million euro","Seasonally and calendar adjusted data","Gross domestic product at market prices","1,965.1",""
"2002Q3","Estonia","Current prices, million euro","Seasonally and calendar adjusted data","Wages and salaries","658.3",""
"2002Q3","Estonia","Chain linked volumes (2010), million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","3,052.7",""
"2002Q3","Estonia","Chain linked volumes (2010), million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Wages and salaries",":",""
"2002Q3","Estonia","Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data","Gross domestic product at market prices",":",""
"2002Q3","Estonia","Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data","Wages and salaries",":",""
"2002Q3","Estonia","Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data","Gross domestic product at market prices",":",""
"2002Q3","Estonia","Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data","Wages and salaries",":",""
"2002Q3","Estonia","Chain linked volumes (2010), million euro","Seasonally and calendar adjusted data","Gross domestic product at market prices","3,036.5",""
"2002Q3","Estonia","Chain linked volumes (2010), million euro","Seasonally and calendar adjusted data","Wages and salaries",":",""
"2002Q3","Estonia","Chain linked volumes, index 2010=100","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","82.9",""
"2002Q3","Estonia","Chain linked volumes, index 2010=100","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Wages and salaries",":",""
"2002Q3","Estonia","Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data","Gross domestic product at market prices",":",""
"2002Q3","Estonia","Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data","Wages and salaries",":",""
"2002Q3","Estonia","Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data","Gross domestic product at market prices",":",""
"2002Q3","Estonia","Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data","Wages and salaries",":",""
"2002Q3","Estonia","Chain linked volumes, index 2010=100","Seasonally and calendar adjusted data","Gross domestic product at market prices","82.5",""
"2002Q3","Estonia","Chain linked volumes, index 2010=100","Seasonally and calendar adjusted data","Wages and salaries",":",""
"2002Q3","Latvia","Current prices, million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","2,540.1",""
"2002Q3","Latvia","Current prices, million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Wages and salaries","778.1",""
"2002Q3","Latvia","Current prices, million euro","Seasonally adjusted data, not calendar adjusted data","Gross domestic product at market prices",":",""
"2002Q3","Latvia","Current prices, million euro","Seasonally adjusted data, not calendar adjusted data","Wages and salaries",":",""
"2002Q3","Latvia","Current prices, million euro","Calendar adjusted data, not seasonally adjusted data","Gross domestic product at market prices","2,536.8",""
"2002Q3","Latvia","Current prices, million euro","Calendar adjusted data, not seasonally adjusted data","Wages and salaries","778.1",""
"2002Q3","Latvia","Current prices, million euro","Seasonally and calendar adjusted data","Gross domestic product at market prices","2,524.3",""
"2002Q3","Latvia","Current prices, million euro","Seasonally and calendar adjusted data","Wages and salaries","775.8",""
"2002Q3","Latvia","Chain linked volumes (2010), million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","3,505.5",""
"2002Q3","Latvia","Chain linked volumes (2010), million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Wages and salaries",":",""
"2002Q3","Latvia","Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data","Gross domestic product at market prices",":",""
"2002Q3","Latvia","Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data","Wages and salaries",":",""
"2002Q3","Latvia","Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data","Gross domestic product at market prices","3,501.5",""
"2002Q3","Latvia","Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data","Wages and salaries",":",""
"2002Q3","Latvia","Chain linked volumes (2010), million euro","Seasonally and calendar adjusted data","Gross domestic product at market prices","3,500.8",""
"2002Q3","Latvia","Chain linked volumes (2010), million euro","Seasonally and calendar adjusted data","Wages and salaries",":",""
"2002Q3","Latvia","Chain linked volumes, index 2010=100","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","78.9",""
"2002Q3","Latvia","Chain linked volumes, index 2010=100","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Wages and salaries",":",""
"2002Q3","Latvia","Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data","Gross domestic product at market prices",":",""
"2002Q3","Latvia","Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data","Wages and salaries",":",""
"2002Q3","Latvia","Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data","Gross domestic product at market prices","78.7",""
"2002Q3","Latvia","Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data","Wages and salaries",":",""
"2002Q3","Latvia","Chain linked volumes, index 2010=100","Seasonally and calendar adjusted data","Gross domestic product at market prices","78.8",""
"2002Q3","Latvia","Chain linked volumes, index 2010=100","Seasonally and calendar adjusted data","Wages and salaries",":",""
"2002Q3","Lithuania","Current prices, million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","3,988.9",""
"2002Q3","Lithuania","Current prices, million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Wages and salaries","1,139.0",""
"2002Q3","Lithuania","Current prices, million euro","Seasonally adjusted data, not calendar adjusted data","Gross domestic product at market prices",":",""
"2002Q3","Lithuania","Current prices, million euro","Seasonally adjusted data, not calendar adjusted data","Wages and salaries",":",""
"2002Q3","Lithuania","Current prices, million euro","Calendar adjusted data, not seasonally adjusted data","Gross domestic product at market prices","3,985.7",""
"2002Q3","Lithuania","Current prices, million euro","Calendar adjusted data, not seasonally adjusted data","Wages and salaries",":",""
"2002Q3","Lithuania","Current prices, million euro","Seasonally and calendar adjusted data","Gross domestic product at market prices","3,848.9",""
"2002Q3","Lithuania","Current prices, million euro","Seasonally and calendar adjusted data","Wages and salaries","1,149.3",""
"2002Q3","Lithuania","Chain linked volumes (2010), million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","5,623.7",""
"2002Q3","Lithuania","Chain linked volumes (2010), million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Wages and salaries",":",""
"2002Q3","Lithuania","Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data","Gross domestic product at market prices",":",""
"2002Q3","Lithuania","Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data","Wages and salaries",":",""
"2002Q3","Lithuania","Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data","Gross domestic product at market prices","5,611.6",""
"2002Q3","Lithuania","Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data","Wages and salaries",":",""
"2002Q3","Lithuania","Chain linked volumes (2010), million euro","Seasonally and calendar adjusted data","Gross domestic product at market prices","5,272.6",""
"2002Q3","Lithuania","Chain linked volumes (2010), million euro","Seasonally and calendar adjusted data","Wages and salaries",":",""
"2002Q3","Lithuania","Chain linked volumes, index 2010=100","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","80.2",""
"2002Q3","Lithuania","Chain linked volumes, index 2010=100","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Wages and salaries",":",""
"2002Q3","Lithuania","Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data","Gross domestic product at market prices",":",""
"2002Q3","Lithuania","Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data","Wages and salaries",":",""
"2002Q3","Lithuania","Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data","Gross domestic product at market prices","80.1",""
"2002Q3","Lithuania","Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data","Wages and salaries",":",""
"2002Q3","Lithuania","Chain linked volumes, index 2010=100","Seasonally and calendar adjusted data","Gross domestic product at market prices","75.3",""
"2002Q3","Lithuania","Chain linked volumes, index 2010=100","Seasonally and calendar adjusted data","Wages and salaries",":",""
"2002Q4","Estonia","Current prices, million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","2,059.6",""
"2002Q4","Estonia","Current prices, million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Wages and salaries","715.8",""
"2002Q4","Estonia","Current prices, million euro","Seasonally adjusted data, not calendar adjusted data","Gross domestic product at market prices",":",""
"2002Q4","Estonia","Current prices, million euro","Seasonally adjusted data, not calendar adjusted data","Wages and salaries",":",""
"2002Q4","Estonia","Current prices, million euro","Calendar adjusted data, not seasonally adjusted data","Gross domestic product at market prices",":",""
"2002Q4","Estonia","Current prices, million euro","Calendar adjusted data, not seasonally adjusted data","Wages and salaries",":",""
"2002Q4","Estonia","Current prices, million euro","Seasonally and calendar adjusted data","Gross domestic product at market prices","2,032.7",""
"2002Q4","Estonia","Current prices, million euro","Seasonally and calendar adjusted data","Wages and salaries","678.8",""
"2002Q4","Estonia","Chain linked volumes (2010), million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","3,146.7",""
"2002Q4","Estonia","Chain linked volumes (2010), million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Wages and salaries",":",""
"2002Q4","Estonia","Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data","Gross domestic product at market prices",":",""
"2002Q4","Estonia","Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data","Wages and salaries",":",""
"2002Q4","Estonia","Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data","Gross domestic product at market prices",":",""
"2002Q4","Estonia","Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data","Wages and salaries",":",""
"2002Q4","Estonia","Chain linked volumes (2010), million euro","Seasonally and calendar adjusted data","Gross domestic product at market prices","3,084.1",""
"2002Q4","Estonia","Chain linked volumes (2010), million euro","Seasonally and calendar adjusted data","Wages and salaries",":",""
"2002Q4","Estonia","Chain linked volumes, index 2010=100","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","85.5",""
"2002Q4","Estonia","Chain linked volumes, index 2010=100","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Wages and salaries",":",""
"2002Q4","Estonia","Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data","Gross domestic product at market prices",":",""
"2002Q4","Estonia","Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data","Wages and salaries",":",""
"2002Q4","Estonia","Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data","Gross domestic product at market prices",":",""
"2002Q4","Estonia","Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data","Wages and salaries",":",""
"2002Q4","Estonia","Chain linked volumes, index 2010=100","Seasonally and calendar adjusted data","Gross domestic product at market prices","83.8",""
"2002Q4","Estonia","Chain linked volumes, index 2010=100","Seasonally and calendar adjusted data","Wages and salaries",":",""
"2002Q4","Latvia","Current prices, million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross domestic product at market prices","2,683.5",""
"2002Q4","Latvia","Current prices, million euro","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Wages and salaries","811.9",""
"2002Q4","Latvia","Current prices, million euro","Seasonally adjusted data, not calendar adjusted data","Gross domestic product at market prices",":",""
