Date,OMXV Value,OMXV Change (%),OMXV Daily Change (%),OMX raw,2,,,1,
"13,06,2011",388.61,288.61,-1.21,2011-06-13,6,2011,18862.94,49,
"14,06,2011",391.07,291.07,0.63,2011-06-14,6,2011,19254.01,50,
"15,06,2011",395.49,295.49,1.13,2011-06-15,6,2011,19649.5,51,
"16,06,2011",393.94,293.94,-0.39,2011-06-16,6,2011,20043.44,52,
"17,06,2011",395.85,295.85,0.48,2011-06-17,6,2011,20439.29,53,
"20,06,2011",395.22,295.22,-0.16,2011-06-20,6,2011,20834.51,54,
"21,06,2011",396.88,296.88,0.42,2011-06-21,6,2011,21231.39,55,
"22,06,2011",398.55,298.55,0.42,2011-06-22,6,2011,21629.94,56,
"23,06,2011",399.7,299.7,0.29,2011-06-23,6,2011,22029.64,57,
"27,06,2011",398.24,298.24,-0.37,2011-06-27,6,2011,22427.88,58,
"28,06,2011",396.31,296.31,-0.48,2011-06-28,6,2011,22824.19,59,
"29,06,2011",396.16,296.16,-0.04,2011-06-29,6,2011,23220.35,60,
"30,06,2011",396.35,296.35,0.05,2011-06-30,6,2011,23616.7,61,
"01,07,2011",397.01,297.01,0.17,2011-07-01,7,2011,397.01,1,387.1590164
"04,07,2011",398.05,298.05,0.26,2011-07-04,7,2011,795.06,2,
"05,07,2011",404.25,304.25,1.56,2011-07-05,7,2011,1199.31,3,
"07,07,2011",408.84,308.84,1.14,2011-07-07,7,2011,1608.15,4,
"08,07,2011",409.27,309.27,0.11,2011-07-08,7,2011,2017.42,5,
"11,07,2011",405.39,305.39,-0.95,2011-07-11,7,2011,2422.81,6,
"12,07,2011",399.42,299.42,-1.47,2011-07-12,7,2011,2822.23,7,
"13,07,2011",401.77,301.77,0.59,2011-07-13,7,2011,3224,8,
"14,07,2011",401.25,301.25,-0.13,2011-07-14,7,2011,3625.25,9,
"15,07,2011",402.05,302.05,0.2,2011-07-15,7,2011,4027.3,10,
"18,07,2011",401.31,301.31,-0.18,2011-07-18,7,2011,4428.61,11,
"19,07,2011",400.3,300.3,-0.25,2011-07-19,7,2011,4828.91,12,
"20,07,2011",399.76,299.76,-0.13,2011-07-20,7,2011,5228.67,13,
"21,07,2011",401.69,301.69,0.48,2011-07-21,7,2011,5630.36,14,
"22,07,2011",401.62,301.62,-0.02,2011-07-22,7,2011,6031.98,15,
"25,07,2011",399.18,299.18,-0.61,2011-07-25,7,2011,6431.16,16,
"26,07,2011",399.22,299.22,0.01,2011-07-26,7,2011,6830.38,17,
"27,07,2011",400.88,300.88,0.42,2011-07-27,7,2011,7231.26,18,
"28,07,2011",399.65,299.65,-0.31,2011-07-28,7,2011,7630.91,19,
"29,07,2011",398.39,298.39,-0.32,2011-07-29,7,2011,8029.3,20,
"01,08,2011",401.17,301.17,0.7,2011-08-01,8,2011,8430.47,21,
"02,08,2011",399.68,299.68,-0.37,2011-08-02,8,2011,8830.15,22,
"03,08,2011",394.94,294.94,-1.19,2011-08-03,8,2011,9225.09,23,
"04,08,2011",390.96,290.96,-1.01,2011-08-04,8,2011,9616.05,24,
"05,08,2011",380.75,280.75,-2.61,2011-08-05,8,2011,9996.8,25,
"08,08,2011",361.41,261.41,-5.08,2011-08-08,8,2011,10358.21,26,
"09,08,2011",349.77,249.77,-3.22,2011-08-09,8,2011,10707.98,27,
"10,08,2011",365.52,265.52,4.5,2011-08-10,8,2011,11073.5,28,
"11,08,2011",361.49,261.49,-1.1,2011-08-11,8,2011,11434.99,29,
"12,08,2011",367.07,267.07,1.54,2011-08-12,8,2011,11802.06,30,
"16,08,2011",366.24,266.24,-0.23,2011-08-16,8,2011,12168.3,31,
"17,08,2011",371.29,271.29,1.38,2011-08-17,8,2011,12539.59,32,
"18,08,2011",365.48,265.48,-1.56,2011-08-18,8,2011,12905.07,33,
"19,08,2011",357.51,257.51,-2.18,2011-08-19,8,2011,13262.58,34,
"22,08,2011",360.94,260.94,0.96,2011-08-22,8,2011,13623.52,35,
"23,08,2011",366.04,266.04,1.41,2011-08-23,8,2011,13989.56,36,
"24,08,2011",364.31,264.31,-0.47,2011-08-24,8,2011,14353.87,37,
"25,08,2011",367.77,267.77,0.95,2011-08-25,8,2011,14721.64,38,
"26,08,2011",363.69,263.69,-1.11,2011-08-26,8,2011,15085.33,39,
"29,08,2011",368.06,268.06,1.2,2011-08-29,8,2011,15453.39,40,
"30,08,2011",370.92,270.92,0.78,2011-08-30,8,2011,15824.31,41,
"31,08,2011",373.47,273.47,0.69,2011-08-31,8,2011,16197.78,42,
"01,09,2011",370.7,270.7,-0.74,2011-09-01,9,2011,16568.48,43,
"02,09,2011",364.54,264.54,-1.66,2011-09-02,9,2011,16933.02,44,
"05,09,2011",358.69,258.69,-1.6,2011-09-05,9,2011,17291.71,45,
"06,09,2011",356.2,256.2,-0.69,2011-09-06,9,2011,17647.91,46,
"07,09,2011",360.51,260.51,1.21,2011-09-07,9,2011,18008.42,47,
"08,09,2011",360.17,260.17,-0.09,2011-09-08,9,2011,18368.59,48,
"09,09,2011",358.87,258.87,-0.36,2011-09-09,9,2011,18727.46,49,
"12,09,2011",350.54,250.54,-2.32,2011-09-12,9,2011,19078,50,
"13,09,2011",351.88,251.88,0.38,2011-09-13,9,2011,19429.88,51,
"14,09,2011",352.36,252.36,0.14,2011-09-14,9,2011,19782.24,52,
"15,09,2011",355.02,255.02,0.75,2011-09-15,9,2011,20137.26,53,
"16,09,2011",354.84,254.84,-0.05,2011-09-16,9,2011,20492.1,54,
"19,09,2011",347.85,247.85,-1.97,2011-09-19,9,2011,20839.95,55,
"20,09,2011",345.85,245.85,-0.57,2011-09-20,9,2011,21185.8,56,
"21,09,2011",345.1,245.1,-0.22,2011-09-21,9,2011,21530.9,57,
"22,09,2011",333.68,233.68,-3.31,2011-09-22,9,2011,21864.58,58,
"23,09,2011",330.05,230.05,-1.09,2011-09-23,9,2011,22194.63,59,
"26,09,2011",333.84,233.84,1.15,2011-09-26,9,2011,22528.47,60,
"27,09,2011",341.97,241.97,2.44,2011-09-27,9,2011,22870.44,61,
"28,09,2011",339.1,239.1,-0.84,2011-09-28,9,2011,23209.54,62,
"29,09,2011",336.83,236.83,-0.67,2011-09-29,9,2011,23546.37,63,
"30,09,2011",332.79,232.79,-1.2,2011-09-30,9,2011,23879.16,64,
"03,10,2011",329.28,229.28,-1.05,2011-10-03,10,2011,329.28,1,373.111875
"04,10,2011",322.85,222.85,-1.95,2011-10-04,10,2011,652.13,2,
"05,10,2011",322.16,222.16,-0.21,2011-10-05,10,2011,974.29,3,
"06,10,2011",329.03,229.03,2.13,2011-10-06,10,2011,1303.32,4,
"07,10,2011",330.48,230.48,0.44,2011-10-07,10,2011,1633.8,5,
"10,10,2011",336.39,236.39,1.79,2011-10-10,10,2011,1970.19,6,
"11,10,2011",336.16,236.16,-0.07,2011-10-11,10,2011,2306.35,7,
"12,10,2011",337.77,237.77,0.48,2011-10-12,10,2011,2644.12,8,
"13,10,2011",336.49,236.49,-0.38,2011-10-13,10,2011,2980.61,9,
"14,10,2011",338.5,238.5,0.6,2011-10-14,10,2011,3319.11,10,
"17,10,2011",342.79,242.79,1.27,2011-10-17,10,2011,3661.9,11,
"18,10,2011",337.33,237.33,-1.59,2011-10-18,10,2011,3999.23,12,
"19,10,2011",342.13,242.13,1.42,2011-10-19,10,2011,4341.36,13,
"20,10,2011",341.31,241.31,-0.24,2011-10-20,10,2011,4682.67,14,
"21,10,2011",345.58,245.58,1.25,2011-10-21,10,2011,5028.25,15,
"24,10,2011",345,245,-0.17,2011-10-24,10,2011,5373.25,16,
"25,10,2011",344.76,244.76,-0.07,2011-10-25,10,2011,5718.01,17,
"26,10,2011",345.97,245.97,0.35,2011-10-26,10,2011,6063.98,18,
"27,10,2011",355.23,255.23,2.68,2011-10-27,10,2011,6419.21,19,
"28,10,2011",355.95,255.95,0.2,2011-10-28,10,2011,6775.16,20,
"02,11,2011",347.47,247.47,-2.38,2011-11-02,11,2011,7122.63,21,
"03,11,2011",346.06,246.06,-0.41,2011-11-03,11,2011,7468.69,22,
"04,11,2011",348.76,248.76,0.78,2011-11-04,11,2011,7817.45,23,
"07,11,2011",348.05,248.05,-0.2,2011-11-07,11,2011,8165.5,24,
"08,11,2011",349.74,249.74,0.49,2011-11-08,11,2011,8515.24,25,
"09,11,2011",346.43,246.43,-0.95,2011-11-09,11,2011,8861.67,26,
"10,11,2011",345.11,245.11,-0.38,2011-11-10,11,2011,9206.78,27,
"11,11,2011",347.08,247.08,0.57,2011-11-11,11,2011,9553.86,28,
"14,11,2011",347.39,247.39,0.09,2011-11-14,11,2011,9901.25,29,
"15,11,2011",345.36,245.36,-0.58,2011-11-15,11,2011,10246.61,30,
"16,11,2011",345.96,245.96,0.17,2011-11-16,11,2011,10592.57,31,
"17,11,2011",307.03,207.03,-11.25,2011-11-17,11,2011,10899.6,32,
"18,11,2011",309.72,209.72,0.88,2011-11-18,11,2011,11209.32,33,
"21,11,2011",306.21,206.21,-1.13,2011-11-21,11,2011,11515.53,34,
"22,11,2011",301.09,201.09,-1.67,2011-11-22,11,2011,11816.62,35,
"23,11,2011",296.12,196.12,-1.65,2011-11-23,11,2011,12112.74,36,
"24,11,2011",294.26,194.26,-0.63,2011-11-24,11,2011,12407,37,
"25,11,2011",286.86,186.86,-2.51,2011-11-25,11,2011,12693.86,38,
"28,11,2011",294.86,194.86,2.79,2011-11-28,11,2011,12988.72,39,
"29,11,2011",293.81,193.81,-0.36,2011-11-29,11,2011,13282.53,40,
"30,11,2011",299.38,199.38,1.9,2011-11-30,11,2011,13581.91,41,
"01,12,2011",299.31,199.31,-0.02,2011-12-01,12,2011,13881.22,42,
"02,12,2011",301.3,201.3,0.66,2011-12-02,12,2011,14182.52,43,
"05,12,2011",299.88,199.88,-0.47,2011-12-05,12,2011,14482.4,44,
"06,12,2011",298.79,198.79,-0.36,2011-12-06,12,2011,14781.19,45,
"07,12,2011",299.46,199.46,0.22,2011-12-07,12,2011,15080.65,46,
"08,12,2011",297.02,197.02,-0.81,2011-12-08,12,2011,15377.67,47,
"09,12,2011",297.45,197.45,0.14,2011-12-09,12,2011,15675.12,48,
"12,12,2011",296.56,196.56,-0.3,2011-12-12,12,2011,15971.68,49,
"13,12,2011",294.79,194.79,-0.6,2011-12-13,12,2011,16266.47,50,
"14,12,2011",291.23,191.23,-1.21,2011-12-14,12,2011,16557.7,51,
"15,12,2011",289.63,189.63,-0.55,2011-12-15,12,2011,16847.33,52,
"16,12,2011",291.2,191.2,0.54,2011-12-16,12,2011,17138.53,53,
"19,12,2011",292.17,192.17,0.33,2011-12-19,12,2011,17430.7,54,
"20,12,2011",293.57,193.57,0.48,2011-12-20,12,2011,17724.27,55,
"21,12,2011",296.23,196.23,0.91,2011-12-21,12,2011,18020.5,56,
"22,12,2011",297.62,197.62,0.47,2011-12-22,12,2011,18318.12,57,
"23,12,2011",298.01,198.01,0.13,2011-12-23,12,2011,18616.13,58,
"27,12,2011",296.24,196.24,-0.59,2011-12-27,12,2011,18912.37,59,
"28,12,2011",297.09,197.09,0.29,2011-12-28,12,2011,19209.46,60,
"29,12,2011",298.97,198.97,0.63,2011-12-29,12,2011,19508.43,61,
"30,12,2011",298.78,198.78,-0.06,2011-12-30,12,2011,19807.21,62,
"02,01,2012",298.99,198.99,0.07,2012-01-02,1,2012,298.99,1,319.471129
"03,01,2012",302.44,202.44,1.15,2012-01-03,1,2012,601.43,2,
"04,01,2012",302.45,202.45,0,2012-01-04,1,2012,903.88,3,
"05,01,2012",302.09,202.09,-0.12,2012-01-05,1,2012,1205.97,4,
"06,01,2012",303.87,203.87,0.59,2012-01-06,1,2012,1509.84,5,
"09,01,2012",303.67,203.67,-0.07,2012-01-09,1,2012,1813.51,6,
"10,01,2012",307.18,207.18,1.16,2012-01-10,1,2012,2120.69,7,
"11,01,2012",306.32,206.32,-0.28,2012-01-11,1,2012,2427.01,8,
"12,01,2012",307,207,0.22,2012-01-12,1,2012,2734.01,9,
"13,01,2012",307.77,207.77,0.25,2012-01-13,1,2012,3041.78,10,
"16,01,2012",306.61,206.61,-0.38,2012-01-16,1,2012,3348.39,11,
"17,01,2012",311.78,211.78,1.69,2012-01-17,1,2012,3660.17,12,
"18,01,2012",314.92,214.92,1.01,2012-01-18,1,2012,3975.09,13,
"19,01,2012",313.59,213.59,-0.42,2012-01-19,1,2012,4288.68,14,
"20,01,2012",313.03,213.03,-0.18,2012-01-20,1,2012,4601.71,15,
"23,01,2012",311.64,211.64,-0.44,2012-01-23,1,2012,4913.35,16,
"24,01,2012",311.01,211.01,-0.2,2012-01-24,1,2012,5224.36,17,
"25,01,2012",311.29,211.29,0.09,2012-01-25,1,2012,5535.65,18,
"26,01,2012",313.05,213.05,0.57,2012-01-26,1,2012,5848.7,19,
"27,01,2012",312.16,212.16,-0.28,2012-01-27,1,2012,6160.86,20,
"30,01,2012",311.08,211.08,-0.35,2012-01-30,1,2012,6471.94,21,
"31,01,2012",310.99,210.99,-0.03,2012-01-31,1,2012,6782.93,22,
"01,02,2012",313.75,213.75,0.89,2012-02-01,2,2012,7096.68,23,
"02,02,2012",314.99,214.99,0.4,2012-02-02,2,2012,7411.67,24,
"03,02,2012",316.92,216.92,0.61,2012-02-03,2,2012,7728.59,25,
"06,02,2012",317.5,217.5,0.18,2012-02-06,2,2012,8046.09,26,
"07,02,2012",317.64,217.64,0.04,2012-02-07,2,2012,8363.73,27,
"08,02,2012",320.9,220.9,1.03,2012-02-08,2,2012,8684.63,28,
"09,02,2012",320.62,220.62,-0.09,2012-02-09,2,2012,9005.25,29,
"10,02,2012",319.08,219.08,-0.48,2012-02-10,2,2012,9324.33,30,
"13,02,2012",320.01,220.01,0.29,2012-02-13,2,2012,9644.34,31,
"14,02,2012",320.26,220.26,0.08,2012-02-14,2,2012,9964.6,32,
"15,02,2012",319.57,219.57,-0.22,2012-02-15,2,2012,10284.17,33,
"17,02,2012",320.28,220.28,0.22,2012-02-17,2,2012,10604.45,34,
"20,02,2012",319.98,219.98,-0.09,2012-02-20,2,2012,10924.43,35,
"21,02,2012",320.43,220.43,0.14,2012-02-21,2,2012,11244.86,36,
"22,02,2012",319.01,219.01,-0.44,2012-02-22,2,2012,11563.87,37,
"23,02,2012",316.69,216.69,-0.73,2012-02-23,2,2012,11880.56,38,
"24,02,2012",317.71,217.71,0.32,2012-02-24,2,2012,12198.27,39,
"27,02,2012",316.31,216.31,-0.44,2012-02-27,2,2012,12514.58,40,
"28,02,2012",315.83,215.83,-0.15,2012-02-28,2,2012,12830.41,41,
"29,02,2012",314.75,214.75,-0.34,2012-02-29,2,2012,13145.16,42,
"01,03,2012",313.55,213.55,-0.38,2012-03-01,3,2012,13458.71,43,
"02,03,2012",315.6,215.6,0.65,2012-03-02,3,2012,13774.31,44,
"05,03,2012",317.34,217.34,0.55,2012-03-05,3,2012,14091.65,45,
"06,03,2012",313.91,213.91,-1.08,2012-03-06,3,2012,14405.56,46,
"07,03,2012",314.4,214.4,0.16,2012-03-07,3,2012,14719.96,47,
"08,03,2012",314.62,214.62,0.07,2012-03-08,3,2012,15034.58,48,
"09,03,2012",314.71,214.71,0.03,2012-03-09,3,2012,15349.29,49,
"12,03,2012",311.93,211.93,-0.88,2012-03-12,3,2012,15661.22,50,
"13,03,2012",312.05,212.05,0.04,2012-03-13,3,2012,15973.27,51,
"14,03,2012",314.64,214.64,0.83,2012-03-14,3,2012,16287.91,52,
"15,03,2012",315.4,215.4,0.24,2012-03-15,3,2012,16603.31,53,
"16,03,2012",315.42,215.42,0.01,2012-03-16,3,2012,16918.73,54,
"19,03,2012",316.34,216.34,0.29,2012-03-19,3,2012,17235.07,55,
"20,03,2012",315.55,215.55,-0.25,2012-03-20,3,2012,17550.62,56,
"21,03,2012",316.58,216.58,0.33,2012-03-21,3,2012,17867.2,57,
"22,03,2012",317.58,217.58,0.32,2012-03-22,3,2012,18184.78,58,
"23,03,2012",316.37,216.37,-0.38,2012-03-23,3,2012,18501.15,59,
"26,03,2012",316.43,216.43,0.02,2012-03-26,3,2012,18817.58,60,
"27,03,2012",318.08,218.08,0.52,2012-03-27,3,2012,19135.66,61,
"28,03,2012",317.53,217.53,-0.17,2012-03-28,3,2012,19453.19,62,
"29,03,2012",315.61,215.61,-0.6,2012-03-29,3,2012,19768.8,63,
"30,03,2012",314.85,214.85,-0.24,2012-03-30,3,2012,20083.65,64,
"02,04,2012",316.12,216.12,0.4,2012-04-02,4,2012,316.12,1,313.8070313
"03,04,2012",318.41,218.41,0.72,2012-04-03,4,2012,634.53,2,
"04,04,2012",315.94,215.94,-0.78,2012-04-04,4,2012,950.47,3,
"05,04,2012",317.08,217.08,0.36,2012-04-05,4,2012,1267.55,4,
"10,04,2012",317.8,217.8,0.23,2012-04-10,4,2012,1585.35,5,
"11,04,2012",317.83,217.83,0.01,2012-04-11,4,2012,1903.18,6,
"12,04,2012",319.74,219.74,0.6,2012-04-12,4,2012,2222.92,7,
"13,04,2012",321.09,221.09,0.42,2012-04-13,4,2012,2544.01,8,
"16,04,2012",320.41,220.41,-0.21,2012-04-16,4,2012,2864.42,9,
"17,04,2012",321.29,221.29,0.27,2012-04-17,4,2012,3185.71,10,
"18,04,2012",321.78,221.78,0.15,2012-04-18,4,2012,3507.49,11,
"19,04,2012",322.4,222.4,0.19,2012-04-19,4,2012,3829.89,12,
"20,04,2012",323.77,223.77,0.42,2012-04-20,4,2012,4153.66,13,
"23,04,2012",321.83,221.83,-0.6,2012-04-23,4,2012,4475.49,14,
"24,04,2012",321.34,221.34,-0.15,2012-04-24,4,2012,4796.83,15,
"25,04,2012",321.56,221.56,0.07,2012-04-25,4,2012,5118.39,16,
"26,04,2012",321.31,221.31,-0.08,2012-04-26,4,2012,5439.7,17,
"27,04,2012",325.95,225.95,1.44,2012-04-27,4,2012,5765.65,18,
"30,04,2012",330.72,230.72,1.46,2012-04-30,4,2012,6096.37,19,
"02,05,2012",330.3,230.3,-0.13,2012-05-02,5,2012,6426.67,20,
"03,05,2012",330.78,230.78,0.15,2012-05-03,5,2012,6757.45,21,
"04,05,2012",331.63,231.63,0.26,2012-05-04,5,2012,7089.08,22,
"07,05,2012",332.3,232.3,0.2,2012-05-07,5,2012,7421.38,23,
"08,05,2012",338.12,238.12,1.75,2012-05-08,5,2012,7759.5,24,
"09,05,2012",338.01,238.01,-0.03,2012-05-09,5,2012,8097.51,25,
"10,05,2012",344.61,244.61,1.95,2012-05-10,5,2012,8442.12,26,
"11,05,2012",344.54,244.54,-0.02,2012-05-11,5,2012,8786.66,27,
"14,05,2012",342.42,242.42,-0.62,2012-05-14,5,2012,9129.08,28,
"15,05,2012",341.23,241.23,-0.35,2012-05-15,5,2012,9470.31,29,
"16,05,2012",335.37,235.37,-1.72,2012-05-16,5,2012,9805.68,30,
"18,05,2012",335.23,235.23,-0.04,2012-05-18,5,2012,10140.91,31,
"21,05,2012",337.44,237.44,0.66,2012-05-21,5,2012,10478.35,32,
"22,05,2012",339.28,239.28,0.55,2012-05-22,5,2012,10817.63,33,
"23,05,2012",336.66,236.66,-0.77,2012-05-23,5,2012,11154.29,34,
"24,05,2012",338.21,238.21,0.46,2012-05-24,5,2012,11492.5,35,
"25,05,2012",338.11,238.11,-0.03,2012-05-25,5,2012,11830.61,36,
"28,05,2012",337.68,237.68,-0.13,2012-05-28,5,2012,12168.29,37,
"29,05,2012",337.24,237.24,-0.13,2012-05-29,5,2012,12505.53,38,
"30,05,2012",337.34,237.34,0.03,2012-05-30,5,2012,12842.87,39,
"31,05,2012",335.15,235.15,-0.65,2012-05-31,5,2012,13178.02,40,
"01,06,2012",332.69,232.69,-0.73,2012-06-01,6,2012,13510.71,41,
"04,06,2012",329.58,229.58,-0.93,2012-06-04,6,2012,13840.29,42,
"05,06,2012",331.43,231.43,0.56,2012-06-05,6,2012,14171.72,43,
"06,06,2012",334.23,234.23,0.84,2012-06-06,6,2012,14505.95,44,
"07,06,2012",336.05,236.05,0.54,2012-06-07,6,2012,14842,45,
"08,06,2012",334.34,234.34,-0.51,2012-06-08,6,2012,15176.34,46,
"11,06,2012",337.02,237.02,0.8,2012-06-11,6,2012,15513.36,47,
"12,06,2012",336.13,236.13,-0.26,2012-06-12,6,2012,15849.49,48,
"13,06,2012",334.93,234.93,-0.36,2012-06-13,6,2012,16184.42,49,
"14,06,2012",334.79,234.79,-0.04,2012-06-14,6,2012,16519.21,50,
"15,06,2012",335.62,235.62,0.25,2012-06-15,6,2012,16854.83,51,
"18,06,2012",338.65,238.65,0.9,2012-06-18,6,2012,17193.48,52,
"19,06,2012",338.19,238.19,-0.14,2012-06-19,6,2012,17531.67,53,
"20,06,2012",339.69,239.69,0.44,2012-06-20,6,2012,17871.36,54,
"21,06,2012",340.88,240.88,0.35,2012-06-21,6,2012,18212.24,55,
"22,06,2012",341.82,241.82,0.28,2012-06-22,6,2012,18554.06,56,
"25,06,2012",338.94,238.94,-0.84,2012-06-25,6,2012,18893,57,
"26,06,2012",338.73,238.73,-0.06,2012-06-26,6,2012,19231.73,58,
"27,06,2012",337.53,237.53,-0.35,2012-06-27,6,2012,19569.26,59,
"28,06,2012",338.16,238.16,0.19,2012-06-28,6,2012,19907.42,60,
"29,06,2012",339.89,239.89,0.51,2012-06-29,6,2012,20247.31,61,
"02,07,2012",339.75,239.75,-0.04,2012-07-02,7,2012,339.75,1,331.9231148
"03,07,2012",339.69,239.69,-0.02,2012-07-03,7,2012,679.44,2,
"04,07,2012",339.24,239.24,-0.13,2012-07-04,7,2012,1018.68,3,
"05,07,2012",340.55,240.55,0.39,2012-07-05,7,2012,1359.23,4,
"09,07,2012",338.81,238.81,-0.51,2012-07-09,7,2012,1698.04,5,
"10,07,2012",340.2,240.2,0.41,2012-07-10,7,2012,2038.24,6,
"11,07,2012",339.01,239.01,-0.35,2012-07-11,7,2012,2377.25,7,
"12,07,2012",339.32,239.32,0.09,2012-07-12,7,2012,2716.57,8,
"13,07,2012",340.43,240.43,0.33,2012-07-13,7,2012,3057,9,
"16,07,2012",340.03,240.03,-0.12,2012-07-16,7,2012,3397.03,10,
"17,07,2012",339.91,239.91,-0.04,2012-07-17,7,2012,3736.94,11,
"18,07,2012",342.06,242.06,0.63,2012-07-18,7,2012,4079,12,
"19,07,2012",345.53,245.53,1.01,2012-07-19,7,2012,4424.53,13,
"20,07,2012",347.84,247.84,0.67,2012-07-20,7,2012,4772.37,14,
"23,07,2012",342.52,242.52,-1.53,2012-07-23,7,2012,5114.89,15,
"24,07,2012",346.1,246.1,1.05,2012-07-24,7,2012,5460.99,16,
"25,07,2012",346.02,246.02,-0.02,2012-07-25,7,2012,5807.01,17,
"26,07,2012",346.67,246.67,0.19,2012-07-26,7,2012,6153.68,18,
"27,07,2012",348.32,248.32,0.48,2012-07-27,7,2012,6502,19,
"30,07,2012",347.7,247.7,-0.18,2012-07-30,7,2012,6849.7,20,
"31,07,2012",346.99,246.99,-0.2,2012-07-31,7,2012,7196.69,21,
"01,08,2012",345.83,245.83,-0.33,2012-08-01,8,2012,7542.52,22,
"02,08,2012",346.85,246.85,0.29,2012-08-02,8,2012,7889.37,23,
"03,08,2012",347,247,0.04,2012-08-03,8,2012,8236.37,24,
"06,08,2012",349.37,249.37,0.68,2012-08-06,8,2012,8585.74,25,
"07,08,2012",348.4,248.4,-0.28,2012-08-07,8,2012,8934.14,26,
"08,08,2012",350.56,250.56,0.62,2012-08-08,8,2012,9284.7,27,
"09,08,2012",349.29,249.29,-0.36,2012-08-09,8,2012,9633.99,28,
"10,08,2012",351.31,251.31,0.58,2012-08-10,8,2012,9985.3,29,
"13,08,2012",349.33,249.33,-0.56,2012-08-13,8,2012,10334.63,30,
"14,08,2012",348.05,248.05,-0.37,2012-08-14,8,2012,10682.68,31,
"16,08,2012",349.54,249.54,0.43,2012-08-16,8,2012,11032.22,32,
"17,08,2012",349.27,249.27,-0.08,2012-08-17,8,2012,11381.49,33,
"20,08,2012",350.62,250.62,0.39,2012-08-20,8,2012,11732.11,34,
"21,08,2012",350.2,250.2,-0.12,2012-08-21,8,2012,12082.31,35,
"22,08,2012",349.76,249.76,-0.13,2012-08-22,8,2012,12432.07,36,
"23,08,2012",349.75,249.75,0,2012-08-23,8,2012,12781.82,37,
"24,08,2012",349.86,249.86,0.03,2012-08-24,8,2012,13131.68,38,
"27,08,2012",350.83,250.83,0.28,2012-08-27,8,2012,13482.51,39,
"28,08,2012",348.21,248.21,-0.75,2012-08-28,8,2012,13830.72,40,
"29,08,2012",349.42,249.42,0.35,2012-08-29,8,2012,14180.14,41,
"30,08,2012",349.17,249.17,-0.07,2012-08-30,8,2012,14529.31,42,
"31,08,2012",347.38,247.38,-0.51,2012-08-31,8,2012,14876.69,43,
"03,09,2012",349.98,249.98,0.75,2012-09-03,9,2012,15226.67,44,
"04,09,2012",347.82,247.82,-0.62,2012-09-04,9,2012,15574.49,45,
"05,09,2012",347.01,247.01,-0.23,2012-09-05,9,2012,15921.5,46,
"06,09,2012",346.79,246.79,-0.06,2012-09-06,9,2012,16268.29,47,
"07,09,2012",349.29,249.29,0.72,2012-09-07,9,2012,16617.58,48,
"10,09,2012",347.64,247.64,-0.47,2012-09-10,9,2012,16965.22,49,
"11,09,2012",347.11,247.11,-0.15,2012-09-11,9,2012,17312.33,50,
"12,09,2012",346.53,246.53,-0.17,2012-09-12,9,2012,17658.86,51,
"13,09,2012",345.93,245.93,-0.17,2012-09-13,9,2012,18004.79,52,
"14,09,2012",346.54,246.54,0.18,2012-09-14,9,2012,18351.33,53,
"17,09,2012",346.56,246.56,0.01,2012-09-17,9,2012,18697.89,54,
"18,09,2012",345.36,245.36,-0.35,2012-09-18,9,2012,19043.25,55,
"19,09,2012",346.9,246.9,0.45,2012-09-19,9,2012,19390.15,56,
"20,09,2012",346.9,246.9,0,2012-09-20,9,2012,19737.05,57,
"21,09,2012",347.13,247.13,0.07,2012-09-21,9,2012,20084.18,58,
"24,09,2012",346.9,246.9,-0.07,2012-09-24,9,2012,20431.08,59,
"25,09,2012",344.44,244.44,-0.71,2012-09-25,9,2012,20775.52,60,
"26,09,2012",342.84,242.84,-0.46,2012-09-26,9,2012,21118.36,61,
"27,09,2012",342.99,242.99,0.04,2012-09-27,9,2012,21461.35,62,
"28,09,2012",343.8,243.8,0.24,2012-09-28,9,2012,21805.15,63,
"01,10,2012",344.87,244.87,0.31,2012-10-01,10,2012,344.87,1,346.1134921
"02,10,2012",344.47,244.47,-0.12,2012-10-02,10,2012,689.34,2,
"03,10,2012",343.93,243.93,-0.16,2012-10-03,10,2012,1033.27,3,
"04,10,2012",343.63,243.63,-0.09,2012-10-04,10,2012,1376.9,4,
"05,10,2012",345.37,245.37,0.51,2012-10-05,10,2012,1722.27,5,
"08,10,2012",345.67,245.67,0.09,2012-10-08,10,2012,2067.94,6,
"09,10,2012",345.45,245.45,-0.06,2012-10-09,10,2012,2413.39,7,
"10,10,2012",346.97,246.97,0.44,2012-10-10,10,2012,2760.36,8,
"11,10,2012",349.24,249.24,0.65,2012-10-11,10,2012,3109.6,9,
"12,10,2012",351.27,251.27,0.58,2012-10-12,10,2012,3460.87,10,
"15,10,2012",349.47,249.47,-0.51,2012-10-15,10,2012,3810.34,11,
"16,10,2012",351.85,251.85,0.68,2012-10-16,10,2012,4162.19,12,
"17,10,2012",351.22,251.22,-0.18,2012-10-17,10,2012,4513.41,13,
"18,10,2012",352.19,252.19,0.28,2012-10-18,10,2012,4865.6,14,
"19,10,2012",351.46,251.46,-0.21,2012-10-19,10,2012,5217.06,15,
"22,10,2012",349.98,249.98,-0.42,2012-10-22,10,2012,5567.04,16,
"23,10,2012",348.43,248.43,-0.44,2012-10-23,10,2012,5915.47,17,
"24,10,2012",348.7,248.7,0.08,2012-10-24,10,2012,6264.17,18,
