Date,OMXV Value,OMXV Change (%),OMXV Daily Change (%),OMX raw,2,,,1,
"19,01,2003",89.87,-10.13,0,2003-01-19,1,2003,1670.42,19,
"20,01,2003",89.59,-10.41,-0.31,2003-01-20,1,2003,1760.01,20,
"21,01,2003",89.48,-10.52,-0.12,2003-01-21,1,2003,1849.49,21,
"22,01,2003",89.16,-10.84,-0.36,2003-01-22,1,2003,1938.65,22,
"23,01,2003",89.12,-10.88,-0.04,2003-01-23,1,2003,2027.77,23,
"24,01,2003",89.08,-10.92,-0.04,2003-01-24,1,2003,2116.85,24,
"25,01,2003",89.08,-10.92,0,2003-01-25,1,2003,2205.93,25,
"26,01,2003",89.08,-10.92,0,2003-01-26,1,2003,2295.01,26,
"27,01,2003",88.4,-11.6,-0.76,2003-01-27,1,2003,2383.41,27,
"28,01,2003",88.5,-11.5,0.11,2003-01-28,1,2003,2471.91,28,
"29,01,2003",88.31,-11.69,-0.21,2003-01-29,1,2003,2560.22,29,
"30,01,2003",87.99,-12.01,-0.36,2003-01-30,1,2003,2648.21,30,
"31,01,2003",87.79,-12.21,-0.23,2003-01-31,1,2003,2736,31,
"01,02,2003",87.79,-12.21,0,2003-02-01,2,2003,2823.79,32,
"02,02,2003",87.79,-12.21,0,2003-02-02,2,2003,2911.58,33,
"03,02,2003",87.69,-12.31,-0.11,2003-02-03,2,2003,2999.27,34,
"04,02,2003",87.86,-12.14,0.19,2003-02-04,2,2003,3087.13,35,
"05,02,2003",88.14,-11.86,0.32,2003-02-05,2,2003,3175.27,36,
"06,02,2003",89.23,-10.77,1.24,2003-02-06,2,2003,3264.5,37,
"07,02,2003",90.66,-9.34,1.6,2003-02-07,2,2003,3355.16,38,
"08,02,2003",90.66,-9.34,0,2003-02-08,2,2003,3445.82,39,
"09,02,2003",90.66,-9.34,0,2003-02-09,2,2003,3536.48,40,
"10,02,2003",90.89,-9.11,0.25,2003-02-10,2,2003,3627.37,41,
"11,02,2003",91.2,-8.8,0.34,2003-02-11,2,2003,3718.57,42,
"12,02,2003",90.86,-9.14,-0.37,2003-02-12,2,2003,3809.43,43,
"13,02,2003",91.24,-8.76,0.42,2003-02-13,2,2003,3900.67,44,
"14,02,2003",91.03,-8.97,-0.23,2003-02-14,2,2003,3991.7,45,
"15,02,2003",91.03,-8.97,0,2003-02-15,2,2003,4082.73,46,
"16,02,2003",91.03,-8.97,0,2003-02-16,2,2003,4173.76,47,
"17,02,2003",91.6,-8.4,0.63,2003-02-17,2,2003,4265.36,48,
"18,02,2003",91.41,-8.59,-0.21,2003-02-18,2,2003,4356.77,49,
"19,02,2003",91.79,-8.21,0.42,2003-02-19,2,2003,4448.56,50,
"20,02,2003",92.11,-7.89,0.35,2003-02-20,2,2003,4540.67,51,
"21,02,2003",92.4,-7.6,0.31,2003-02-21,2,2003,4633.07,52,
"22,02,2003",92.4,-7.6,0,2003-02-22,2,2003,4725.47,53,
"23,02,2003",92.4,-7.6,0,2003-02-23,2,2003,4817.87,54,
"24,02,2003",91.8,-8.2,-0.65,2003-02-24,2,2003,4909.67,55,
"25,02,2003",92.21,-7.79,0.45,2003-02-25,2,2003,5001.88,56,
"26,02,2003",92.56,-7.44,0.38,2003-02-26,2,2003,5094.44,57,
"27,02,2003",92.32,-7.68,-0.26,2003-02-27,2,2003,5186.76,58,
"28,02,2003",92.32,-7.68,0,2003-02-28,2,2003,5279.08,59,
"01,03,2003",92.32,-7.68,0,2003-03-01,3,2003,5371.4,60,
"02,03,2003",92.32,-7.68,0,2003-03-02,3,2003,5463.72,61,
"03,03,2003",92.39,-7.61,0.08,2003-03-03,3,2003,5556.11,62,
"04,03,2003",92.86,-7.14,0.51,2003-03-04,3,2003,5648.97,63,
"05,03,2003",93.31,-6.69,0.48,2003-03-05,3,2003,5742.28,64,
"06,03,2003",94.53,-5.47,1.31,2003-03-06,3,2003,5836.81,65,
"07,03,2003",94.13,-5.87,-0.42,2003-03-07,3,2003,5930.94,66,
"08,03,2003",94.13,-5.87,0,2003-03-08,3,2003,6025.07,67,
"09,03,2003",94.13,-5.87,0,2003-03-09,3,2003,6119.2,68,
"10,03,2003",93.77,-6.23,-0.38,2003-03-10,3,2003,6212.97,69,
"11,03,2003",93.77,-6.23,0,2003-03-11,3,2003,6306.74,70,
"12,03,2003",94.15,-5.85,0.41,2003-03-12,3,2003,6400.89,71,
"13,03,2003",94.12,-5.88,-0.03,2003-03-13,3,2003,6495.01,72,
"14,03,2003",94.64,-5.36,0.55,2003-03-14,3,2003,6589.65,73,
"15,03,2003",94.64,-5.36,0,2003-03-15,3,2003,6684.29,74,
"16,03,2003",94.64,-5.36,0,2003-03-16,3,2003,6778.93,75,
"17,03,2003",94.22,-5.78,-0.44,2003-03-17,3,2003,6873.15,76,
"18,03,2003",95.05,-4.95,0.88,2003-03-18,3,2003,6968.2,77,
"19,03,2003",95.08,-4.92,0.03,2003-03-19,3,2003,7063.28,78,
"20,03,2003",95.6,-4.4,0.55,2003-03-20,3,2003,7158.88,79,
"21,03,2003",95.34,-4.66,-0.27,2003-03-21,3,2003,7254.22,80,
"22,03,2003",95.34,-4.66,0,2003-03-22,3,2003,7349.56,81,
"23,03,2003",95.34,-4.66,0,2003-03-23,3,2003,7444.9,82,
"24,03,2003",94.49,-5.51,-0.89,2003-03-24,3,2003,7539.39,83,
"25,03,2003",94.55,-5.45,0.06,2003-03-25,3,2003,7633.94,84,
"26,03,2003",94.67,-5.33,0.13,2003-03-26,3,2003,7728.61,85,
"27,03,2003",95.63,-4.37,1.01,2003-03-27,3,2003,7824.24,86,
"28,03,2003",95.82,-4.18,0.2,2003-03-28,3,2003,7920.06,87,
"29,03,2003",95.82,-4.18,0,2003-03-29,3,2003,8015.88,88,
"30,03,2003",95.82,-4.18,0,2003-03-30,3,2003,8111.7,89,
"31,03,2003",96.7,-3.3,0.92,2003-03-31,3,2003,8208.4,90,
"01,04,2003",96.77,-3.23,0.07,2003-04-01,4,2003,96.77,1,91.20444444
"02,04,2003",97.09,-2.91,0.33,2003-04-02,4,2003,193.86,2,
"03,04,2003",98.11,-1.89,1.05,2003-04-03,4,2003,291.97,3,
"04,04,2003",98.48,-1.52,0.38,2003-04-04,4,2003,390.45,4,
"05,04,2003",98.48,-1.52,0,2003-04-05,4,2003,488.93,5,
"06,04,2003",98.48,-1.52,0,2003-04-06,4,2003,587.41,6,
"07,04,2003",99.3,-0.7,0.83,2003-04-07,4,2003,686.71,7,
"08,04,2003",100.36,0.36,1.07,2003-04-08,4,2003,787.07,8,
"09,04,2003",102.18,2.18,1.81,2003-04-09,4,2003,889.25,9,
"10,04,2003",104.01,4.01,1.79,2003-04-10,4,2003,993.26,10,
"11,04,2003",103.07,3.07,-0.9,2003-04-11,4,2003,1096.33,11,
"12,04,2003",103.07,3.07,0,2003-04-12,4,2003,1199.4,12,
"13,04,2003",103.07,3.07,0,2003-04-13,4,2003,1302.47,13,
"14,04,2003",103.34,3.34,0.26,2003-04-14,4,2003,1405.81,14,
"15,04,2003",103.74,3.74,0.39,2003-04-15,4,2003,1509.55,15,
"16,04,2003",103.78,3.78,0.04,2003-04-16,4,2003,1613.33,16,
"17,04,2003",103.74,3.74,-0.04,2003-04-17,4,2003,1717.07,17,
"18,04,2003",102.47,2.47,-1.22,2003-04-18,4,2003,1819.54,18,
"19,04,2003",102.47,2.47,0,2003-04-19,4,2003,1922.01,19,
"20,04,2003",102.47,2.47,0,2003-04-20,4,2003,2024.48,20,
"21,04,2003",102.47,2.47,0,2003-04-21,4,2003,2126.95,21,
"22,04,2003",103.36,3.36,0.87,2003-04-22,4,2003,2230.31,22,
"23,04,2003",103.72,3.72,0.35,2003-04-23,4,2003,2334.03,23,
"24,04,2003",105.61,5.61,1.82,2003-04-24,4,2003,2439.64,24,
"25,04,2003",106.22,6.22,0.58,2003-04-25,4,2003,2545.86,25,
"26,04,2003",106.22,6.22,0,2003-04-26,4,2003,2652.08,26,
"27,04,2003",106.22,6.22,0,2003-04-27,4,2003,2758.3,27,
"28,04,2003",104.08,4.08,-2.01,2003-04-28,4,2003,2862.38,28,
"29,04,2003",105.28,5.28,1.15,2003-04-29,4,2003,2967.66,29,
"30,04,2003",107.91,7.91,2.5,2003-04-30,4,2003,3075.57,30,
"01,05,2003",107.91,7.91,0,2003-05-01,5,2003,3183.48,31,
"02,05,2003",109.02,9.02,1.03,2003-05-02,5,2003,3292.5,32,
"03,05,2003",109.02,9.02,0,2003-05-03,5,2003,3401.52,33,
"04,05,2003",109.02,9.02,0,2003-05-04,5,2003,3510.54,34,
"05,05,2003",108.91,8.91,-0.1,2003-05-05,5,2003,3619.45,35,
"06,05,2003",109.15,9.15,0.22,2003-05-06,5,2003,3728.6,36,
"07,05,2003",110.66,10.66,1.38,2003-05-07,5,2003,3839.26,37,
"08,05,2003",111.34,11.34,0.61,2003-05-08,5,2003,3950.6,38,
"09,05,2003",112.63,12.63,1.16,2003-05-09,5,2003,4063.23,39,
"10,05,2003",112.63,12.63,0,2003-05-10,5,2003,4175.86,40,
"11,05,2003",112.63,12.63,0,2003-05-11,5,2003,4288.49,41,
"12,05,2003",113.82,13.82,1.06,2003-05-12,5,2003,4402.31,42,
"13,05,2003",114.41,14.41,0.52,2003-05-13,5,2003,4516.72,43,
"14,05,2003",115.16,15.16,0.66,2003-05-14,5,2003,4631.88,44,
"15,05,2003",115.65,15.65,0.43,2003-05-15,5,2003,4747.53,45,
"16,05,2003",116.79,16.79,0.99,2003-05-16,5,2003,4864.32,46,
"17,05,2003",116.79,16.79,0,2003-05-17,5,2003,4981.11,47,
"18,05,2003",116.79,16.79,0,2003-05-18,5,2003,5097.9,48,
"19,05,2003",116.8,16.8,0.01,2003-05-19,5,2003,5214.7,49,
"20,05,2003",116.44,16.44,-0.31,2003-05-20,5,2003,5331.14,50,
"21,05,2003",117.28,17.28,0.72,2003-05-21,5,2003,5448.42,51,
"22,05,2003",117.85,17.85,0.49,2003-05-22,5,2003,5566.27,52,
"23,05,2003",116.68,16.68,-0.99,2003-05-23,5,2003,5682.95,53,
"24,05,2003",116.68,16.68,0,2003-05-24,5,2003,5799.63,54,
"25,05,2003",116.68,16.68,0,2003-05-25,5,2003,5916.31,55,
"26,05,2003",117.75,17.75,0.92,2003-05-26,5,2003,6034.06,56,
"27,05,2003",118.61,18.61,0.73,2003-05-27,5,2003,6152.67,57,
"28,05,2003",119.45,19.45,0.71,2003-05-28,5,2003,6272.12,58,
"29,05,2003",119.85,19.85,0.33,2003-05-29,5,2003,6391.97,59,
"30,05,2003",121.73,21.73,1.57,2003-05-30,5,2003,6513.7,60,
"31,05,2003",121.73,21.73,0,2003-05-31,5,2003,6635.43,61,
"01,06,2003",121.73,21.73,0,2003-06-01,6,2003,6757.16,62,
"02,06,2003",120.61,20.61,-0.92,2003-06-02,6,2003,6877.77,63,
"03,06,2003",121.33,21.33,0.6,2003-06-03,6,2003,6999.1,64,
"04,06,2003",123.01,23.01,1.38,2003-06-04,6,2003,7122.11,65,
"05,06,2003",123.71,23.71,0.57,2003-06-05,6,2003,7245.82,66,
"06,06,2003",123.85,23.85,0.11,2003-06-06,6,2003,7369.67,67,
"07,06,2003",123.85,23.85,0,2003-06-07,6,2003,7493.52,68,
"08,06,2003",123.85,23.85,0,2003-06-08,6,2003,7617.37,69,
"09,06,2003",124.08,24.08,0.19,2003-06-09,6,2003,7741.45,70,
"10,06,2003",126.28,26.28,1.77,2003-06-10,6,2003,7867.73,71,
"11,06,2003",128.45,28.45,1.72,2003-06-11,6,2003,7996.18,72,
"12,06,2003",129.47,29.47,0.79,2003-06-12,6,2003,8125.65,73,
"13,06,2003",129.54,29.54,0.05,2003-06-13,6,2003,8255.19,74,
"14,06,2003",129.54,29.54,0,2003-06-14,6,2003,8384.73,75,
"15,06,2003",129.54,29.54,0,2003-06-15,6,2003,8514.27,76,
"16,06,2003",131.13,31.13,1.23,2003-06-16,6,2003,8645.4,77,
"17,06,2003",132.18,32.18,0.8,2003-06-17,6,2003,8777.58,78,
"18,06,2003",132.25,32.25,0.05,2003-06-18,6,2003,8909.83,79,
"19,06,2003",131.89,31.89,-0.27,2003-06-19,6,2003,9041.72,80,
"20,06,2003",133.44,33.44,1.18,2003-06-20,6,2003,9175.16,81,
"21,06,2003",133.44,33.44,0,2003-06-21,6,2003,9308.6,82,
"22,06,2003",133.44,33.44,0,2003-06-22,6,2003,9442.04,83,
"23,06,2003",133.26,33.26,-0.13,2003-06-23,6,2003,9575.3,84,
"24,06,2003",133.01,33.01,-0.19,2003-06-24,6,2003,9708.31,85,
"25,06,2003",133.98,33.98,0.73,2003-06-25,6,2003,9842.29,86,
"26,06,2003",134.2,34.2,0.16,2003-06-26,6,2003,9976.49,87,
"27,06,2003",134.75,34.75,0.41,2003-06-27,6,2003,10111.24,88,
"28,06,2003",134.75,34.75,0,2003-06-28,6,2003,10245.99,89,
"29,06,2003",134.75,34.75,0,2003-06-29,6,2003,10380.74,90,
"30,06,2003",134.97,34.97,0.16,2003-06-30,6,2003,10515.71,91,
"01,07,2003",134.95,34.95,-0.01,2003-07-01,7,2003,134.95,1,115.5572527
"02,07,2003",133.76,33.76,-0.88,2003-07-02,7,2003,268.71,2,
"03,07,2003",134.49,34.49,0.55,2003-07-03,7,2003,403.2,3,
"04,07,2003",135.01,35.01,0.39,2003-07-04,7,2003,538.21,4,
"05,07,2003",135.01,35.01,0,2003-07-05,7,2003,673.22,5,
"06,07,2003",135.01,35.01,0,2003-07-06,7,2003,808.23,6,
"07,07,2003",134.71,34.71,-0.22,2003-07-07,7,2003,942.94,7,
"08,07,2003",135.39,35.39,0.5,2003-07-08,7,2003,1078.33,8,
"09,07,2003",135.39,35.39,0,2003-07-09,7,2003,1213.72,9,
"10,07,2003",136.03,36.03,0.47,2003-07-10,7,2003,1349.75,10,
"11,07,2003",136.54,36.54,0.37,2003-07-11,7,2003,1486.29,11,
"12,07,2003",136.54,36.54,0,2003-07-12,7,2003,1622.83,12,
"13,07,2003",136.54,36.54,0,2003-07-13,7,2003,1759.37,13,
"14,07,2003",136.58,36.58,0.03,2003-07-14,7,2003,1895.95,14,
"15,07,2003",138.65,38.65,1.52,2003-07-15,7,2003,2034.6,15,
"16,07,2003",139.79,39.79,0.82,2003-07-16,7,2003,2174.39,16,
"17,07,2003",140.71,40.71,0.66,2003-07-17,7,2003,2315.1,17,
"18,07,2003",141.47,41.47,0.54,2003-07-18,7,2003,2456.57,18,
"19,07,2003",141.47,41.47,0,2003-07-19,7,2003,2598.04,19,
"20,07,2003",141.47,41.47,0,2003-07-20,7,2003,2739.51,20,
"21,07,2003",140.77,40.77,-0.49,2003-07-21,7,2003,2880.28,21,
"22,07,2003",141.04,41.04,0.19,2003-07-22,7,2003,3021.32,22,
"23,07,2003",141.54,41.54,0.35,2003-07-23,7,2003,3162.86,23,
"24,07,2003",142.59,42.59,0.74,2003-07-24,7,2003,3305.45,24,
"25,07,2003",142.74,42.74,0.11,2003-07-25,7,2003,3448.19,25,
"26,07,2003",142.74,42.74,0,2003-07-26,7,2003,3590.93,26,
"27,07,2003",142.74,42.74,0,2003-07-27,7,2003,3733.67,27,
"28,07,2003",143.75,43.75,0.71,2003-07-28,7,2003,3877.42,28,
"29,07,2003",146.52,46.52,1.93,2003-07-29,7,2003,4023.94,29,
"30,07,2003",150.55,50.55,2.75,2003-07-30,7,2003,4174.49,30,
"31,07,2003",154.33,54.33,2.51,2003-07-31,7,2003,4328.82,31,
"01,08,2003",156.64,56.64,1.5,2003-08-01,8,2003,4485.46,32,
"02,08,2003",156.64,56.64,0,2003-08-02,8,2003,4642.1,33,
"03,08,2003",156.64,56.64,0,2003-08-03,8,2003,4798.74,34,
"04,08,2003",156.9,56.9,0.17,2003-08-04,8,2003,4955.64,35,
"05,08,2003",155.87,55.87,-0.66,2003-08-05,8,2003,5111.51,36,
"06,08,2003",154.55,54.55,-0.85,2003-08-06,8,2003,5266.06,37,
"07,08,2003",151.73,51.73,-1.82,2003-08-07,8,2003,5417.79,38,
"08,08,2003",152.24,52.24,0.34,2003-08-08,8,2003,5570.03,39,
"09,08,2003",152.24,52.24,0,2003-08-09,8,2003,5722.27,40,
"10,08,2003",152.24,52.24,0,2003-08-10,8,2003,5874.51,41,
"11,08,2003",155.37,55.37,2.06,2003-08-11,8,2003,6029.88,42,
"12,08,2003",157.4,57.4,1.31,2003-08-12,8,2003,6187.28,43,
"13,08,2003",159.5,59.5,1.33,2003-08-13,8,2003,6346.78,44,
"14,08,2003",160.4,60.4,0.56,2003-08-14,8,2003,6507.18,45,
"15,08,2003",160.4,60.4,0,2003-08-15,8,2003,6667.58,46,
"16,08,2003",160.4,60.4,0,2003-08-16,8,2003,6827.98,47,
"17,08,2003",160.4,60.4,0,2003-08-17,8,2003,6988.38,48,
"18,08,2003",161.33,61.33,0.58,2003-08-18,8,2003,7149.71,49,
"19,08,2003",162.09,62.09,0.47,2003-08-19,8,2003,7311.8,50,
"20,08,2003",162.53,62.53,0.27,2003-08-20,8,2003,7474.33,51,
"21,08,2003",163.45,63.45,0.57,2003-08-21,8,2003,7637.78,52,
"22,08,2003",164.07,64.07,0.38,2003-08-22,8,2003,7801.85,53,
"23,08,2003",164.07,64.07,0,2003-08-23,8,2003,7965.92,54,
"24,08,2003",164.07,64.07,0,2003-08-24,8,2003,8129.99,55,
"25,08,2003",164.56,64.56,0.3,2003-08-25,8,2003,8294.55,56,
"26,08,2003",166.34,66.34,1.08,2003-08-26,8,2003,8460.89,57,
"27,08,2003",167.48,67.48,0.69,2003-08-27,8,2003,8628.37,58,
"28,08,2003",168.15,68.15,0.4,2003-08-28,8,2003,8796.52,59,
"29,08,2003",166.98,66.98,-0.7,2003-08-29,8,2003,8963.5,60,
"30,08,2003",166.98,66.98,0,2003-08-30,8,2003,9130.48,61,
"31,08,2003",166.98,66.98,0,2003-08-31,8,2003,9297.46,62,
"01,09,2003",169.04,69.04,1.23,2003-09-01,9,2003,9466.5,63,
"02,09,2003",170.88,70.88,1.09,2003-09-02,9,2003,9637.38,64,
"03,09,2003",175.08,75.08,2.46,2003-09-03,9,2003,9812.46,65,
"04,09,2003",181.3,81.3,3.55,2003-09-04,9,2003,9993.76,66,
"05,09,2003",184.13,84.13,1.56,2003-09-05,9,2003,10177.89,67,
"06,09,2003",184.13,84.13,0,2003-09-06,9,2003,10362.02,68,
"07,09,2003",184.13,84.13,0,2003-09-07,9,2003,10546.15,69,
"08,09,2003",189.35,89.35,2.83,2003-09-08,9,2003,10735.5,70,
"09,09,2003",185.51,85.51,-2.03,2003-09-09,9,2003,10921.01,71,
"10,09,2003",187.22,87.22,0.92,2003-09-10,9,2003,11108.23,72,
"11,09,2003",185.54,85.54,-0.9,2003-09-11,9,2003,11293.77,73,
"12,09,2003",181.17,81.17,-2.36,2003-09-12,9,2003,11474.94,74,
"13,09,2003",181.17,81.17,0,2003-09-13,9,2003,11656.11,75,
"14,09,2003",181.17,81.17,0,2003-09-14,9,2003,11837.28,76,
"15,09,2003",182.85,82.85,0.93,2003-09-15,9,2003,12020.13,77,
"16,09,2003",185.56,85.56,1.48,2003-09-16,9,2003,12205.69,78,
"17,09,2003",184.77,84.77,-0.43,2003-09-17,9,2003,12390.46,79,
"18,09,2003",188.14,88.14,1.82,2003-09-18,9,2003,12578.6,80,
"19,09,2003",188.53,88.53,0.21,2003-09-19,9,2003,12767.13,81,
"20,09,2003",188.53,88.53,0,2003-09-20,9,2003,12955.66,82,
"21,09,2003",188.53,88.53,0,2003-09-21,9,2003,13144.19,83,
"22,09,2003",188.44,88.44,-0.05,2003-09-22,9,2003,13332.63,84,
"23,09,2003",185.92,85.92,-1.34,2003-09-23,9,2003,13518.55,85,
"24,09,2003",181.23,81.23,-2.52,2003-09-24,9,2003,13699.78,86,
"25,09,2003",173.35,73.35,-4.35,2003-09-25,9,2003,13873.13,87,
"26,09,2003",181.39,81.39,4.64,2003-09-26,9,2003,14054.52,88,
"27,09,2003",181.39,81.39,0,2003-09-27,9,2003,14235.91,89,
"28,09,2003",181.39,81.39,0,2003-09-28,9,2003,14417.3,90,
"29,09,2003",177.08,77.08,-2.38,2003-09-29,9,2003,14594.38,91,
"30,09,2003",176.21,76.21,-0.49,2003-09-30,9,2003,14770.59,92,
"01,10,2003",173.94,73.94,-1.29,2003-10-01,10,2003,173.94,1,160.5498913
"02,10,2003",174.7,74.7,0.44,2003-10-02,10,2003,348.64,2,
"03,10,2003",174.93,74.93,0.13,2003-10-03,10,2003,523.57,3,
"04,10,2003",174.93,74.93,0,2003-10-04,10,2003,698.5,4,
"05,10,2003",174.93,74.93,0,2003-10-05,10,2003,873.43,5,
"06,10,2003",172.57,72.57,-1.35,2003-10-06,10,2003,1046,6,
"07,10,2003",175.53,75.53,1.72,2003-10-07,10,2003,1221.53,7,
"08,10,2003",177.6,77.6,1.18,2003-10-08,10,2003,1399.13,8,
"09,10,2003",178.94,78.94,0.75,2003-10-09,10,2003,1578.07,9,
"10,10,2003",179.68,79.68,0.41,2003-10-10,10,2003,1757.75,10,
"11,10,2003",179.68,79.68,0,2003-10-11,10,2003,1937.43,11,
"12,10,2003",179.68,79.68,0,2003-10-12,10,2003,2117.11,12,
"13,10,2003",177.76,77.76,-1.07,2003-10-13,10,2003,2294.87,13,
"14,10,2003",177.19,77.19,-0.32,2003-10-14,10,2003,2472.06,14,
"15,10,2003",176.28,76.28,-0.51,2003-10-15,10,2003,2648.34,15,
"16,10,2003",178.71,78.71,1.38,2003-10-16,10,2003,2827.05,16,
"17,10,2003",179.28,79.28,0.32,2003-10-17,10,2003,3006.33,17,
"18,10,2003",179.28,79.28,0,2003-10-18,10,2003,3185.61,18,
"19,10,2003",179.28,79.28,0,2003-10-19,10,2003,3364.89,19,
"20,10,2003",178.69,78.69,-0.33,2003-10-20,10,2003,3543.58,20,
"21,10,2003",178.28,78.28,-0.23,2003-10-21,10,2003,3721.86,21,
"22,10,2003",178.52,78.52,0.13,2003-10-22,10,2003,3900.38,22,
"23,10,2003",177.12,77.12,-0.78,2003-10-23,10,2003,4077.5,23,
"24,10,2003",176.58,76.58,-0.3,2003-10-24,10,2003,4254.08,24,
"25,10,2003",176.58,76.58,0,2003-10-25,10,2003,4430.66,25,
"26,10,2003",176.58,76.58,0,2003-10-26,10,2003,4607.24,26,
"27,10,2003",173.46,73.46,-1.77,2003-10-27,10,2003,4780.7,27,
"28,10,2003",171.49,71.49,-1.14,2003-10-28,10,2003,4952.19,28,
"29,10,2003",170.03,70.03,-0.85,2003-10-29,10,2003,5122.22,29,
"30,10,2003",167.69,67.69,-1.38,2003-10-30,10,2003,5289.91,30,
"31,10,2003",163.07,63.07,-2.76,2003-10-31,10,2003,5452.98,31,
"01,11,2003",163.07,63.07,0,2003-11-01,11,2003,5616.05,32,
"02,11,2003",163.07,63.07,0,2003-11-02,11,2003,5779.12,33,
"03,11,2003",167.46,67.46,2.69,2003-11-03,11,2003,5946.58,34,
"04,11,2003",167.84,67.84,0.23,2003-11-04,11,2003,6114.42,35,
"05,11,2003",167.81,67.81,-0.02,2003-11-05,11,2003,6282.23,36,
"06,11,2003",166.71,66.71,-0.66,2003-11-06,11,2003,6448.94,37,
"07,11,2003",167.15,67.15,0.26,2003-11-07,11,2003,6616.09,38,
"08,11,2003",167.15,67.15,0,2003-11-08,11,2003,6783.24,39,
"09,11,2003",167.15,67.15,0,2003-11-09,11,2003,6950.39,40,
"10,11,2003",167.33,67.33,0.11,2003-11-10,11,2003,7117.72,41,
"11,11,2003",166.23,66.23,-0.66,2003-11-11,11,2003,7283.95,42,
"12,11,2003",163.42,63.42,-1.69,2003-11-12,11,2003,7447.37,43,
"13,11,2003",164.46,64.46,0.64,2003-11-13,11,2003,7611.83,44,
"14,11,2003",164.62,64.62,0.1,2003-11-14,11,2003,7776.45,45,
"15,11,2003",164.62,64.62,0,2003-11-15,11,2003,7941.07,46,
"16,11,2003",164.62,64.62,0,2003-11-16,11,2003,8105.69,47,
"17,11,2003",160.97,60.97,-2.22,2003-11-17,11,2003,8266.66,48,
"18,11,2003",163.84,63.84,1.78,2003-11-18,11,2003,8430.5,49,
"19,11,2003",165.13,65.13,0.79,2003-11-19,11,2003,8595.63,50,
"20,11,2003",167.85,67.85,1.65,2003-11-20,11,2003,8763.48,51,
"21,11,2003",166.11,66.11,-1.04,2003-11-21,11,2003,8929.59,52,
"22,11,2003",166.11,66.11,0,2003-11-22,11,2003,9095.7,53,
"23,11,2003",166.11,66.11,0,2003-11-23,11,2003,9261.81,54,
"24,11,2003",166.59,66.59,0.29,2003-11-24,11,2003,9428.4,55,
"25,11,2003",167.42,67.42,0.5,2003-11-25,11,2003,9595.82,56,
"26,11,2003",167.14,67.14,-0.17,2003-11-26,11,2003,9762.96,57,
"27,11,2003",166.57,66.57,-0.34,2003-11-27,11,2003,9929.53,58,
"28,11,2003",166.43,66.43,-0.08,2003-11-28,11,2003,10095.96,59,
"29,11,2003",166.43,66.43,0,2003-11-29,11,2003,10262.39,60,
"30,11,2003",166.43,66.43,0,2003-11-30,11,2003,10428.82,61,
"01,12,2003",165.6,65.6,-0.5,2003-12-01,12,2003,10594.42,62,
"02,12,2003",165.64,65.64,0.02,2003-12-02,12,2003,10760.06,63,
"03,12,2003",165.68,65.68,0.02,2003-12-03,12,2003,10925.74,64,
"04,12,2003",165.94,65.94,0.16,2003-12-04,12,2003,11091.68,65,
"05,12,2003",166.09,66.09,0.09,2003-12-05,12,2003,11257.77,66,
"06,12,2003",166.09,66.09,0,2003-12-06,12,2003,11423.86,67,
"07,12,2003",166.09,66.09,0,2003-12-07,12,2003,11589.95,68,
"08,12,2003",167.65,67.65,0.94,2003-12-08,12,2003,11757.6,69,
"09,12,2003",168.5,68.5,0.51,2003-12-09,12,2003,11926.1,70,
"10,12,2003",168.6,68.6,0.06,2003-12-10,12,2003,12094.7,71,
"11,12,2003",170.77,70.77,1.29,2003-12-11,12,2003,12265.47,72,
"12,12,2003",171.61,71.61,0.49,2003-12-12,12,2003,12437.08,73,
"13,12,2003",171.61,71.61,0,2003-12-13,12,2003,12608.69,74,
"14,12,2003",171.61,71.61,0,2003-12-14,12,2003,12780.3,75,
"15,12,2003",171.6,71.6,-0.01,2003-12-15,12,2003,12951.9,76,
"16,12,2003",171.24,71.24,-0.21,2003-12-16,12,2003,13123.14,77,
"17,12,2003",171.24,71.24,0,2003-12-17,12,2003,13294.38,78,
"18,12,2003",172.41,72.41,0.68,2003-12-18,12,2003,13466.79,79,
"19,12,2003",172.63,72.63,0.13,2003-12-19,12,2003,13639.42,80,
"20,12,2003",172.63,72.63,0,2003-12-20,12,2003,13812.05,81,
"21,12,2003",172.63,72.63,0,2003-12-21,12,2003,13984.68,82,
"22,12,2003",172.21,72.21,-0.24,2003-12-22,12,2003,14156.89,83,
"23,12,2003",172.87,72.87,0.38,2003-12-23,12,2003,14329.76,84,
"24,12,2003",171.44,71.44,-0.83,2003-12-24,12,2003,14501.2,85,
"25,12,2003",171.44,71.44,0,2003-12-25,12,2003,14672.64,86,
"26,12,2003",171.44,71.44,0,2003-12-26,12,2003,14844.08,87,
"27,12,2003",171.44,71.44,0,2003-12-27,12,2003,15015.52,88,
"28,12,2003",171.44,71.44,0,2003-12-28,12,2003,15186.96,89,
"29,12,2003",171.88,71.88,0.26,2003-12-29,12,2003,15358.84,90,
"30,12,2003",171.91,71.91,0.02,2003-12-30,12,2003,15530.75,91,
"31,12,2003",174.48,74.48,1.49,2003-12-31,12,2003,15705.23,92,
"01,01,2004",174.48,74.48,0,2004-01-01,1,2004,174.48,1,170.7090217
"02,01,2004",174.82,74.82,0.19,2004-01-02,1,2004,349.3,2,
"03,01,2004",174.82,74.82,0,2004-01-03,1,2004,524.12,3,
