"TIME","GEO","INDIC","S_ADJ","UNIT","Value","Flag and Footnotes"
"2014M04","Estonia","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","63.7",""
"2014M04","Estonia","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","22.8",""
"2014M04","Estonia","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","16.9",""
"2014M04","Estonia","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","5.5",""
"2014M04","Latvia","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","11.3",""
"2014M04","Latvia","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","15.9",""
"2014M04","Latvia","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-1.7",""
"2014M04","Latvia","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","-1.8",""
"2014M04","Latvia","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","23.5",""
"2014M04","Latvia","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","9.6",""
"2014M04","Latvia","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","28.7",""
"2014M04","Latvia","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","10.9",""
"2014M04","Latvia","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","7.0",""
"2014M04","Latvia","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","2.9",""
"2014M04","Lithuania","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","3.3",""
"2014M04","Lithuania","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","7.1",""
"2014M04","Lithuania","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","0.5",""
"2014M04","Lithuania","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","0.0",""
"2014M04","Lithuania","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","25.7",""
"2014M04","Lithuania","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","10.4",""
"2014M04","Lithuania","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","26.7",""
"2014M04","Lithuania","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","12.9",""
"2014M04","Lithuania","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","20.7",""
"2014M04","Lithuania","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","24.7",""
"2014M05","Estonia","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","38.2",""
"2014M05","Estonia","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","33.9",""
"2014M05","Estonia","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","8.1",""
"2014M05","Estonia","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","9.1",""
"2014M05","Estonia","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","38.5",""
"2014M05","Estonia","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","14.0",""
"2014M05","Estonia","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","46.7",""
"2014M05","Estonia","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","17.5",""
"2014M05","Estonia","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","19.0",""
"2014M05","Estonia","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","6.0",""
"2014M05","Latvia","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","24.9",""
"2014M05","Latvia","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","17.1",""
"2014M05","Latvia","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-1.4",""
"2014M05","Latvia","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","-2.1",""
"2014M05","Latvia","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","23.1",""
"2014M05","Latvia","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","11.5",""
"2014M05","Latvia","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","26.2",""
"2014M05","Latvia","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","11.5",""
"2014M05","Latvia","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","9.1",""
"2014M05","Latvia","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","2.7",""
"2014M05","Lithuania","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","10.6",""
"2014M05","Lithuania","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","10.3",""
"2014M05","Lithuania","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","0.7",""
"2014M05","Lithuania","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","0.2",""
"2014M05","Lithuania","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","36.8",""
"2014M05","Lithuania","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","23.0",""
"2014M05","Lithuania","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","20.0",""
"2014M05","Lithuania","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","7.1",""
"2014M05","Lithuania","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","25.4",""
"2014M05","Lithuania","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","19.1",""
"2014M06","Estonia","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","45.0",""
"2014M06","Estonia","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","33.1",""
"2014M06","Estonia","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","7.8",""
"2014M06","Estonia","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","10.8",""
"2014M06","Estonia","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","25.6",""
"2014M06","Estonia","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","9.2",""
"2014M06","Estonia","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","33.1",""
"2014M06","Estonia","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","16.8",""
"2014M06","Estonia","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","14.0",""
"2014M06","Estonia","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","2.5",""
"2014M06","Latvia","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","24.9",""
"2014M06","Latvia","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","8.9",""
"2014M06","Latvia","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","0.7",""
"2014M06","Latvia","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","0.1",""
"2014M06","Latvia","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","18.6",""
"2014M06","Latvia","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","6.5",""
"2014M06","Latvia","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","22.5",""
"2014M06","Latvia","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","9.6",""
"2014M06","Latvia","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","12.0",""
"2014M06","Latvia","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","5.6",""
"2014M06","Lithuania","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","9.0",""
"2014M06","Lithuania","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","-2.1",""
"2014M06","Lithuania","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","3.6",""
"2014M06","Lithuania","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","2.3",""
"2014M06","Lithuania","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","18.5",""
"2014M06","Lithuania","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","4.5",""
"2014M06","Lithuania","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","20.9",""
"2014M06","Lithuania","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","-0.9",""
"2014M06","Lithuania","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","29.4",""
"2014M06","Lithuania","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","20.8",""
"2014M07","Estonia","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","43.3",""
"2014M07","Estonia","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","24.3",""
"2014M07","Estonia","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","10.2",""
"2014M07","Estonia","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","11.5",""
"2014M07","Estonia","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","14.2",""
"2014M07","Estonia","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","12.5",""
"2014M07","Estonia","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","17.3",""
"2014M07","Estonia","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","18.1",""
"2014M07","Estonia","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","1.6",""
"2014M07","Estonia","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","3.3",""
"2014M07","Latvia","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","23.8",""
"2014M07","Latvia","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","11.3",""
"2014M07","Latvia","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","0.3",""
"2014M07","Latvia","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","-0.9",""
"2014M07","Latvia","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","11.9",""
"2014M07","Latvia","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","6.7",""
"2014M07","Latvia","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","18.0",""
"2014M07","Latvia","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","13.6",""
"2014M07","Latvia","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","7.7",""
"2014M07","Latvia","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","4.7",""
"2014M07","Lithuania","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-0.4",""
"2014M07","Lithuania","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","-9.5",""
"2014M07","Lithuania","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","4.2",""
"2014M07","Lithuania","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","2.2",""
"2014M07","Lithuania","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","19.9",""
"2014M07","Lithuania","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","17.4",""
"2014M07","Lithuania","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","18.3",""
"2014M07","Lithuania","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","13.0",""
"2014M07","Lithuania","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","12.5",""
"2014M07","Lithuania","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","11.9",""
"2014M08","Estonia","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","45.4",""
"2014M08","Estonia","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","27.5",""
"2014M08","Estonia","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","8.5",""
"2014M08","Estonia","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","10.9",""
"2014M08","Estonia","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","3.1",""
"2014M08","Estonia","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","15.2",""
"2014M08","Estonia","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","8.6",""
"2014M08","Estonia","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","24.9",""
"2014M08","Estonia","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-6.3",""
"2014M08","Estonia","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","5.0",""
"2014M08","Latvia","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","25.7",""
"2014M08","Latvia","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","11.4",""
"2014M08","Latvia","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-0.2",""
"2014M08","Latvia","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","-0.1",""
"2014M08","Latvia","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","4.1",""
"2014M08","Latvia","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","4.8",""
"2014M08","Latvia","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","6.9",""
"2014M08","Latvia","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","10.7",""
"2014M08","Latvia","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","0.7",""
"2014M08","Latvia","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","2.0",""
"2014M08","Lithuania","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","23.6",""
"2014M08","Lithuania","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","3.5",""
"2014M08","Lithuania","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","4.3",""
"2014M08","Lithuania","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","2.8",""
"2014M08","Lithuania","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","6.2",""
"2014M08","Lithuania","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","13.2",""
"2014M08","Lithuania","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","15.8",""
"2014M08","Lithuania","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","15.2",""
"2014M08","Lithuania","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","22.4",""
"2014M08","Lithuania","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","18.3",""
"2014M09","Estonia","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","31.0",""
"2014M09","Estonia","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","20.1",""
"2014M09","Estonia","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","7.8",""
"2014M09","Estonia","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","10.7",""
"2014M09","Estonia","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-5.4",""
"2014M09","Estonia","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","11.7",""
"2014M09","Estonia","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","0.8",""
"2014M09","Estonia","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","20.7",""
"2014M09","Estonia","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-7.8",""
"2014M09","Estonia","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","3.8",""
"2014M09","Latvia","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","16.0",""
"2014M09","Latvia","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","7.4",""
"2014M09","Latvia","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-2.1",""
"2014M09","Latvia","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","-2.4",""
"2014M09","Latvia","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","1.2",""
"2014M09","Latvia","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","8.6",""
"2014M09","Latvia","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","0.3",""
"2014M09","Latvia","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","9.9",""
"2014M09","Latvia","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","1.1",""
"2014M09","Latvia","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","5.3",""
"2014M09","Lithuania","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","21.3",""
"2014M09","Lithuania","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","8.2",""
"2014M09","Lithuania","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","4.3",""
"2014M09","Lithuania","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","3.6",""
"2014M09","Lithuania","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-5.1",""
"2014M09","Lithuania","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","9.5",""
"2014M09","Lithuania","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-6.1",""
"2014M09","Lithuania","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","0.2",""
"2014M09","Lithuania","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","11.6",""
"2014M09","Lithuania","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","13.0",""
"2014M10","Estonia","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","25.4",""
"2014M10","Estonia","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","29.3",""
"2014M10","Estonia","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","10.1",""
"2014M10","Estonia","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","11.4",""
"2014M10","Estonia","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","6.9",""
"2014M10","Estonia","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","16.5",""
"2014M10","Estonia","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","21.5",""
"2014M10","Estonia","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","25.0",""
"2014M10","Estonia","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","2.3",""
"2014M10","Estonia","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","5.9",""
"2014M10","Latvia","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","12.0",""
"2014M10","Latvia","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","13.2",""
"2014M10","Latvia","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","0.0",""
"2014M10","Latvia","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","0.2",""
"2014M10","Latvia","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","4.2",""
"2014M10","Latvia","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","12.1",""
"2014M10","Latvia","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","5.6",""
"2014M10","Latvia","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","13.7",""
"2014M10","Latvia","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","3.1",""
"2014M10","Latvia","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","6.2",""
"2014M10","Lithuania","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","6.6",""
"2014M10","Lithuania","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","0.7",""
"2014M10","Lithuania","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","3.7",""
"2014M10","Lithuania","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","1.9",""
"2014M10","Lithuania","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-0.9",""
"2014M10","Lithuania","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","-2.2",""
"2014M10","Lithuania","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-1.4",""
"2014M10","Lithuania","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","3.4",""
"2014M10","Lithuania","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","12.8",""
"2014M10","Lithuania","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","4.1",""
"2014M11","Estonia","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","26.2",""
"2014M11","Estonia","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","37.1",""
"2014M11","Estonia","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","13.9",""
"2014M11","Estonia","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","12.4",""
"2014M11","Estonia","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","12.5",""
"2014M11","Estonia","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","16.8",""
"2014M11","Estonia","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","24.6",""
"2014M11","Estonia","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","24.9",""
"2014M11","Estonia","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","4.6",""
